Gene ID,Representative Transcript ID,Chromosome,TSS,strand
ENSSSCG00000015111,ENSSSCT00000016477,9,46321817,+
ENSSSCG00000015113,ENSSSCT00000016479,9,46364936,+
ENSSSCG00000015115,ENSSSCT00000040411,9,46416938,+
ENSSSCG00000015116,ENSSSCT00000016482,9,46522083,-
ENSSSCG00000015117,ENSSSCT00000016483,9,46543735,+
ENSSSCG00000015119,ENSSSCT00000016485,9,46556077,-
ENSSSCG00000015120,ENSSSCT00000016486,9,46571730,-
ENSSSCG00000015125,ENSSSCT00000016491,9,46891304,-
ENSSSCG00000015126,ENSSSCT00000054814,9,47284006,-
ENSSSCG00000015129,ENSSSCT00000048704,9,47475805,+
ENSSSCG00000015131,ENSSSCT00000061773,9,47640011,+
ENSSSCG00000015135,ENSSSCT00000031058,9,48435345,+
ENSSSCG00000015136,ENSSSCT00000048019,9,49630793,+
ENSSSCG00000015137,ENSSSCT00000016503,9,49783909,+
ENSSSCG00000015138,ENSSSCT00000016504,9,49826501,+
ENSSSCG00000015140,ENSSSCT00000037671,9,49990508,-
ENSSSCG00000015144,ENSSSCT00000016510,9,50412828,+
ENSSSCG00000015145,ENSSSCT00000028370,9,50605533,-
ENSSSCG00000015151,ENSSSCT00000016517,9,50730085,+
ENSSSCG00000015175,ENSSSCT00000058761,9,51052176,+
ENSSSCG00000015193,ENSSSCT00000016559,9,51593493,+
ENSSSCG00000015194,ENSSSCT00000016560,9,51853949,+
ENSSSCG00000015196,ENSSSCT00000024786,9,51917038,-
ENSSSCG00000015197,ENSSSCT00000016563,9,51918916,+
ENSSSCG00000015199,ENSSSCT00000016565,9,51982054,-
ENSSSCG00000015200,ENSSSCT00000023865,9,51992393,-
ENSSSCG00000015201,ENSSSCT00000086648,9,52008858,-
ENSSSCG00000015202,ENSSSCT00000046851,9,52073992,+
ENSSSCG00000015203,ENSSSCT00000016569,9,52097736,-
ENSSSCG00000015205,ENSSSCT00000016571,9,52131522,-
ENSSSCG00000015206,ENSSSCT00000016572,9,52147082,+
ENSSSCG00000015211,ENSSSCT00000023197,9,52349714,+
ENSSSCG00000015212,ENSSSCT00000016578,9,52672660,-
ENSSSCG00000015213,ENSSSCT00000016579,9,52704570,+
ENSSSCG00000015214,ENSSSCT00000066232,9,52726865,+
ENSSSCG00000015215,ENSSSCT00000082202,9,52753528,+
ENSSSCG00000015216,ENSSSCT00000016582,9,52809975,-
ENSSSCG00000015217,ENSSSCT00000016583,9,52854247,+
ENSSSCG00000015221,ENSSSCT00000016587,9,52956331,+
ENSSSCG00000015222,ENSSSCT00000016588,9,53028560,-
ENSSSCG00000015223,ENSSSCT00000016589,9,53029790,+
ENSSSCG00000015227,ENSSSCT00000069952,9,53364553,-
ENSSSCG00000015231,ENSSSCT00000016597,9,53400755,+
ENSSSCG00000015232,ENSSSCT00000045552,9,53445679,+
ENSSSCG00000015233,ENSSSCT00000016599,9,53309180,-
ENSSSCG00000015234,ENSSSCT00000050766,9,53664072,-
ENSSSCG00000015235,ENSSSCT00000075717,9,55445076,-
ENSSSCG00000015237,ENSSSCT00000061199,9,55612901,+
ENSSSCG00000015238,ENSSSCT00000039028,9,56045898,-
ENSSSCG00000015241,ENSSSCT00000016610,9,56584818,+
ENSSSCG00000015242,ENSSSCT00000016611,9,56656038,-
ENSSSCG00000015243,ENSSSCT00000037612,9,56749482,-
ENSSSCG00000015244,ENSSSCT00000091868,9,56798810,+
ENSSSCG00000015246,ENSSSCT00000065952,9,56888246,+
ENSSSCG00000015247,ENSSSCT00000037739,9,57017791,-
ENSSSCG00000015249,ENSSSCT00000042241,9,57110414,-
ENSSSCG00000015250,ENSSSCT00000016619,9,57127442,+
ENSSSCG00000015252,ENSSSCT00000045004,9,57558339,-
ENSSSCG00000015255,ENSSSCT00000044600,9,60521465,-
ENSSSCG00000015256,ENSSSCT00000016625,9,60629305,+
ENSSSCG00000015258,ENSSSCT00000065581,9,60954524,+
ENSSSCG00000015259,ENSSSCT00000107016,9,61009593,-
ENSSSCG00000015266,ENSSSCT00000016635,9,63908868,+
ENSSSCG00000015267,ENSSSCT00000016636,9,63812492,+
ENSSSCG00000015268,ENSSSCT00000056435,9,63868064,+
ENSSSCG00000015270,ENSSSCT00000016639,9,64073858,-
ENSSSCG00000015271,ENSSSCT00000040438,9,64190982,+
ENSSSCG00000015272,ENSSSCT00000016641,9,64211477,+
ENSSSCG00000015273,ENSSSCT00000061216,9,64336499,+
ENSSSCG00000015276,ENSSSCT00000016645,9,64807056,-
ENSSSCG00000015277,ENSSSCT00000016646,9,64731969,+
ENSSSCG00000015281,ENSSSCT00000078851,9,65003248,-
ENSSSCG00000015282,ENSSSCT00000029335,9,65066775,-
ENSSSCG00000015283,ENSSSCT00000016654,9,65154538,-
ENSSSCG00000015284,ENSSSCT00000081252,9,65175377,+
ENSSSCG00000015285,ENSSSCT00000079178,9,65352643,-
ENSSSCG00000015286,ENSSSCT00000069783,9,65872890,-
ENSSSCG00000015287,ENSSSCT00000068197,9,65938523,+
ENSSSCG00000015288,ENSSSCT00000083172,9,65809473,-
ENSSSCG00000015290,ENSSSCT00000016661,9,66175678,+
ENSSSCG00000015291,ENSSSCT00000064444,9,66087678,-
ENSSSCG00000015293,ENSSSCT00000033250,9,68136452,+
ENSSSCG00000015294,ENSSSCT00000033340,9,68071275,+
ENSSSCG00000015297,ENSSSCT00000061910,9,68253065,+
ENSSSCG00000015298,ENSSSCT00000040301,9,68515247,-
ENSSSCG00000015299,ENSSSCT00000016670,9,68570424,-
ENSSSCG00000015300,ENSSSCT00000016671,9,68983827,+
ENSSSCG00000015301,ENSSSCT00000016672,9,70091211,+
ENSSSCG00000015302,ENSSSCT00000075589,9,70349362,+
ENSSSCG00000015305,ENSSSCT00000016677,9,70462601,+
ENSSSCG00000015307,ENSSSCT00000040937,9,70798709,+
ENSSSCG00000015309,ENSSSCT00000016682,9,71853841,-
ENSSSCG00000015310,ENSSSCT00000063634,9,71895635,+
ENSSSCG00000015311,ENSSSCT00000037678,9,72079444,-
ENSSSCG00000015313,ENSSSCT00000049748,9,72185661,-
ENSSSCG00000015314,ENSSSCT00000055638,9,72184818,+
ENSSSCG00000015315,ENSSSCT00000016688,9,72444828,+
ENSSSCG00000015316,ENSSSCT00000016689,9,72462490,-
ENSSSCG00000015320,ENSSSCT00000016693,9,73403436,-
ENSSSCG00000015322,ENSSSCT00000074974,9,73689095,-
ENSSSCG00000015323,ENSSSCT00000016696,9,73403740,+
ENSSSCG00000015324,ENSSSCT00000016697,9,73721322,+
ENSSSCG00000015326,ENSSSCT00000016699,9,74173931,+
ENSSSCG00000015327,ENSSSCT00000062946,9,74276908,+
ENSSSCG00000015328,ENSSSCT00000069405,9,74473910,-
ENSSSCG00000015329,ENSSSCT00000037238,9,74636174,+
ENSSSCG00000015331,ENSSSCT00000016704,9,75051422,-
ENSSSCG00000015332,ENSSSCT00000076906,9,74974685,-
ENSSSCG00000015333,ENSSSCT00000082235,9,75018067,+
ENSSSCG00000015334,ENSSSCT00000074316,9,75260134,-
ENSSSCG00000015335,ENSSSCT00000045839,9,75414826,+
ENSSSCG00000015336,ENSSSCT00000046151,9,75980518,-
ENSSSCG00000015337,ENSSSCT00000016710,9,76349256,-
ENSSSCG00000015340,ENSSSCT00000016713,9,77343035,-
ENSSSCG00000015342,ENSSSCT00000016715,9,77833806,-
ENSSSCG00000015343,ENSSSCT00000047612,9,77851765,+
ENSSSCG00000015345,ENSSSCT00000066070,9,78217213,+
ENSSSCG00000015346,ENSSSCT00000090494,9,78514678,-
ENSSSCG00000015350,ENSSSCT00000025355,9,81518344,-
ENSSSCG00000015353,ENSSSCT00000066126,9,82103087,+
ENSSSCG00000015355,ENSSSCT00000069187,9,84510087,-
ENSSSCG00000015356,ENSSSCT00000016730,9,84894843,-
ENSSSCG00000015357,ENSSSCT00000016732,9,85010157,-
ENSSSCG00000015358,ENSSSCT00000060776,9,85706852,-
ENSSSCG00000015360,ENSSSCT00000016735,9,85887427,-
ENSSSCG00000015361,ENSSSCT00000016736,9,85803242,+
ENSSSCG00000015362,ENSSSCT00000016737,9,85996641,+
ENSSSCG00000015363,ENSSSCT00000026717,9,86053857,-
ENSSSCG00000015368,ENSSSCT00000065597,9,87659303,+
ENSSSCG00000015373,ENSSSCT00000016748,9,88858006,-
ENSSSCG00000015375,ENSSSCT00000050379,9,89341162,+
ENSSSCG00000015377,ENSSSCT00000084938,9,89632204,+
ENSSSCG00000015378,ENSSSCT00000057177,9,90337449,+
ENSSSCG00000015379,ENSSSCT00000091526,9,90423092,+
ENSSSCG00000015380,ENSSSCT00000057841,9,90806853,-
ENSSSCG00000015383,ENSSSCT00000083621,9,91199712,-
ENSSSCG00000015384,ENSSSCT00000016759,9,91579015,-
ENSSSCG00000015386,ENSSSCT00000016761,9,91821619,-
ENSSSCG00000015387,ENSSSCT00000084233,9,92323794,-
ENSSSCG00000015390,ENSSSCT00000055099,9,93050111,+
ENSSSCG00000015391,ENSSSCT00000016766,9,93308151,-
ENSSSCG00000015393,ENSSSCT00000053118,9,93463031,-
ENSSSCG00000015394,ENSSSCT00000081776,9,93541055,+
ENSSSCG00000015396,ENSSSCT00000091185,9,95280849,+
ENSSSCG00000015398,ENSSSCT00000016773,9,96181770,+
ENSSSCG00000015399,ENSSSCT00000016774,9,96682246,+
ENSSSCG00000015401,ENSSSCT00000016776,9,97321063,+
ENSSSCG00000015402,ENSSSCT00000016777,9,97781090,+
ENSSSCG00000015403,ENSSSCT00000065643,9,98438143,+
ENSSSCG00000015405,ENSSSCT00000022872,9,99670219,-
ENSSSCG00000015406,ENSSSCT00000016781,9,99859691,+
ENSSSCG00000015407,ENSSSCT00000016782,9,100272190,-
ENSSSCG00000015410,ENSSSCT00000078986,9,102348696,-
ENSSSCG00000015411,ENSSSCT00000064875,9,102563751,-
ENSSSCG00000015412,ENSSSCT00000016787,9,102919758,-
ENSSSCG00000015413,ENSSSCT00000016788,9,102868802,+
ENSSSCG00000015414,ENSSSCT00000049275,9,102919961,+
ENSSSCG00000015422,ENSSSCT00000088228,9,103316190,+
ENSSSCG00000015423,ENSSSCT00000072299,9,103362608,-
ENSSSCG00000015424,ENSSSCT00000016802,9,103362599,+
ENSSSCG00000015425,ENSSSCT00000016803,9,103453730,-
ENSSSCG00000015426,ENSSSCT00000081106,9,103963883,-
ENSSSCG00000015427,ENSSSCT00000087601,9,104166541,-
ENSSSCG00000015428,ENSSSCT00000016808,9,105388928,-
ENSSSCG00000015430,ENSSSCT00000016810,9,105392864,+
ENSSSCG00000015432,ENSSSCT00000095363,9,105799064,-
ENSSSCG00000015433,ENSSSCT00000025371,9,105831727,+
ENSSSCG00000015435,ENSSSCT00000091638,9,106294586,-
ENSSSCG00000015442,ENSSSCT00000016823,9,107205411,+
ENSSSCG00000015443,ENSSSCT00000079736,9,107642095,+
ENSSSCG00000015444,ENSSSCT00000075967,9,107747342,-
ENSSSCG00000015445,ENSSSCT00000043674,9,108247593,-
ENSSSCG00000015446,ENSSSCT00000016828,9,108320267,-
ENSSSCG00000015447,ENSSSCT00000016829,9,108342236,+
ENSSSCG00000015448,ENSSSCT00000016830,9,108358535,+
ENSSSCG00000015450,ENSSSCT00000056602,9,109233497,+
ENSSSCG00000015453,ENSSSCT00000016835,9,109252011,+
ENSSSCG00000015455,ENSSSCT00000062274,9,109557649,-
ENSSSCG00000015462,ENSSSCT00000016844,9,112931795,+
ENSSSCG00000015473,ENSSSCT00000016856,9,113713032,+
ENSSSCG00000015474,ENSSSCT00000059393,9,113727855,+
ENSSSCG00000015476,ENSSSCT00000092050,9,113895131,-
ENSSSCG00000015477,ENSSSCT00000016860,9,113941433,-
ENSSSCG00000015480,ENSSSCT00000083697,9,113973325,+
ENSSSCG00000015483,ENSSSCT00000016866,9,114202484,+
ENSSSCG00000015485,ENSSSCT00000016869,9,114916855,+
ENSSSCG00000015486,ENSSSCT00000073401,9,114827403,-
ENSSSCG00000015487,ENSSSCT00000016871,9,115460950,-
ENSSSCG00000015488,ENSSSCT00000077059,9,115659263,-
ENSSSCG00000015489,ENSSSCT00000016873,9,115933092,-
ENSSSCG00000015491,ENSSSCT00000016875,9,115987643,-
ENSSSCG00000015492,ENSSSCT00000057043,9,116109985,+
ENSSSCG00000015493,ENSSSCT00000016877,9,116193174,-
ENSSSCG00000015494,ENSSSCT00000050920,9,116149418,+
ENSSSCG00000015496,ENSSSCT00000016881,9,116109483,-
ENSSSCG00000015497,ENSSSCT00000016882,9,116005574,+
ENSSSCG00000015498,ENSSSCT00000054568,9,116292370,-
ENSSSCG00000015499,ENSSSCT00000066062,9,116910868,+
ENSSSCG00000015504,ENSSSCT00000016891,9,117064187,+
ENSSSCG00000015507,ENSSSCT00000045579,9,117174786,+
ENSSSCG00000015508,ENSSSCT00000050478,9,117771224,-
ENSSSCG00000015509,ENSSSCT00000016896,9,118114259,-
ENSSSCG00000015512,ENSSSCT00000016899,9,118365303,+
ENSSSCG00000015513,ENSSSCT00000068877,9,118968779,-
ENSSSCG00000015515,ENSSSCT00000064518,9,118975719,+
ENSSSCG00000015519,ENSSSCT00000050116,9,120210818,+
ENSSSCG00000015522,ENSSSCT00000048003,9,120680390,-
ENSSSCG00000015523,ENSSSCT00000069819,9,120562214,+
ENSSSCG00000015524,ENSSSCT00000063189,9,120809964,+
ENSSSCG00000015525,ENSSSCT00000016913,9,120860104,+
ENSSSCG00000015526,ENSSSCT00000016914,9,121236430,-
ENSSSCG00000015527,ENSSSCT00000016915,9,121211960,+
ENSSSCG00000015528,ENSSSCT00000068997,9,121120259,+
ENSSSCG00000015534,ENSSSCT00000069377,9,122115783,-
ENSSSCG00000015535,ENSSSCT00000074953,9,121779792,+
ENSSSCG00000015536,ENSSSCT00000016925,9,121851270,+
ENSSSCG00000015537,ENSSSCT00000016926,9,122237957,+
ENSSSCG00000015538,ENSSSCT00000016927,9,122484004,+
ENSSSCG00000015539,ENSSSCT00000101893,9,122580608,-
ENSSSCG00000015540,ENSSSCT00000016929,9,122592532,+
ENSSSCG00000015541,ENSSSCT00000016930,9,122633781,+
ENSSSCG00000015543,ENSSSCT00000016932,9,123006195,+
ENSSSCG00000015545,ENSSSCT00000016935,9,123762545,-
ENSSSCG00000015548,ENSSSCT00000052079,9,123814171,+
ENSSSCG00000015549,ENSSSCT00000094073,9,123910331,-
ENSSSCG00000015550,ENSSSCT00000016940,9,123918871,-
ENSSSCG00000015555,ENSSSCT00000046346,9,124283224,+
ENSSSCG00000015556,ENSSSCT00000016946,9,124435807,+
ENSSSCG00000015557,ENSSSCT00000016947,9,124696194,-
ENSSSCG00000015558,ENSSSCT00000016948,9,124697093,+
ENSSSCG00000015559,ENSSSCT00000051907,9,124812923,-
ENSSSCG00000015560,ENSSSCT00000016950,9,124848105,-
ENSSSCG00000015561,ENSSSCT00000016951,9,124863902,-
ENSSSCG00000015563,ENSSSCT00000038248,9,124848338,+
ENSSSCG00000015565,ENSSSCT00000016955,9,125613195,+
ENSSSCG00000015566,ENSSSCT00000064334,9,125983029,-
ENSSSCG00000015567,ENSSSCT00000035845,9,126172579,-
ENSSSCG00000015568,ENSSSCT00000063272,9,126172301,+
ENSSSCG00000015569,ENSSSCT00000040797,9,126347517,+
ENSSSCG00000015570,ENSSSCT00000043629,9,126479587,-
ENSSSCG00000015576,ENSSSCT00000016969,9,127540375,-
ENSSSCG00000015577,ENSSSCT00000079452,9,127540531,+
ENSSSCG00000015578,ENSSSCT00000016971,9,127619697,-
ENSSSCG00000015579,ENSSSCT00000033304,9,127858884,-
ENSSSCG00000015581,ENSSSCT00000016974,9,129012218,-
ENSSSCG00000015582,ENSSSCT00000078142,9,129055698,+
ENSSSCG00000015583,ENSSSCT00000016976,9,129316349,-
ENSSSCG00000015584,ENSSSCT00000041639,9,129580982,-
ENSSSCG00000015586,ENSSSCT00000050185,9,130397261,-
ENSSSCG00000015588,ENSSSCT00000016981,9,130454254,+
ENSSSCG00000015589,ENSSSCT00000079971,9,130511246,-
ENSSSCG00000015590,ENSSSCT00000016983,9,130570702,-
ENSSSCG00000015591,ENSSSCT00000016984,9,130588891,+
ENSSSCG00000015592,ENSSSCT00000049456,9,130622281,-
ENSSSCG00000015593,ENSSSCT00000079639,9,130622331,+
ENSSSCG00000015595,ENSSSCT00000033171,9,130785506,-
ENSSSCG00000015598,ENSSSCT00000069667,9,130968250,+
ENSSSCG00000015599,ENSSSCT00000016992,9,131076338,-
ENSSSCG00000015600,ENSSSCT00000084686,9,131275451,-
ENSSSCG00000015602,ENSSSCT00000039891,9,131275626,+
ENSSSCG00000015603,ENSSSCT00000066248,9,131426119,+
ENSSSCG00000015604,ENSSSCT00000016997,9,131547069,+
ENSSSCG00000015607,ENSSSCT00000017001,9,132666873,-
ENSSSCG00000015610,ENSSSCT00000046885,9,133040792,-
ENSSSCG00000015611,ENSSSCT00000017005,9,133141217,-
ENSSSCG00000015612,ENSSSCT00000050800,9,133164440,+
ENSSSCG00000015613,ENSSSCT00000017007,9,133187855,+
ENSSSCG00000015616,ENSSSCT00000017010,9,133278396,-
ENSSSCG00000015617,ENSSSCT00000033526,9,133287742,-
ENSSSCG00000015618,ENSSSCT00000017012,9,133311834,+
ENSSSCG00000015619,ENSSSCT00000017013,9,133379705,-
ENSSSCG00000015626,ENSSSCT00000055494,9,135982227,+
ENSSSCG00000015627,ENSSSCT00000017021,9,136186744,-
ENSSSCG00000015628,ENSSSCT00000017022,9,136188608,+
ENSSSCG00000015631,ENSSSCT00000060494,9,136741756,-
ENSSSCG00000015632,ENSSSCT00000017026,9,137056101,-
ENSSSCG00000015636,ENSSSCT00000017032,9,138990480,+
ENSSSCG00000015638,ENSSSCT00000063960,9,66745910,+
ENSSSCG00000015639,ENSSSCT00000017035,9,66776931,-
ENSSSCG00000015644,ENSSSCT00000030765,9,67123265,+
ENSSSCG00000015645,ENSSSCT00000063954,9,66838119,+
ENSSSCG00000015648,ENSSSCT00000058518,9,67261223,-
ENSSSCG00000015649,ENSSSCT00000039882,9,67268633,+
ENSSSCG00000015650,ENSSSCT00000105254,9,67314609,+
ENSSSCG00000015652,ENSSSCT00000017049,9,67405378,-
ENSSSCG00000015653,ENSSSCT00000017050,9,67469524,+
ENSSSCG00000015654,ENSSSCT00000083801,9,67498813,+
ENSSSCG00000015656,ENSSSCT00000088169,9,67546354,-
ENSSSCG00000015657,ENSSSCT00000017048,9,67574668,-
ENSSSCG00000015659,ENSSSCT00000017057,9,67681826,-
ENSSSCG00000015660,ENSSSCT00000046168,9,67681953,+
ENSSSCG00000015661,ENSSSCT00000017059,9,67716283,+
ENSSSCG00000015662,ENSSSCT00000044614,9,67731271,+
ENSSSCG00000015664,ENSSSCT00000065679,9,67933220,+
ENSSSCG00000015667,ENSSSCT00000017065,15,3725208,-
ENSSSCG00000015668,ENSSSCT00000042728,15,4096647,+
ENSSSCG00000015669,ENSSSCT00000017067,15,4259706,-
ENSSSCG00000015670,ENSSSCT00000017069,15,7757935,+
ENSSSCG00000015671,ENSSSCT00000050490,15,8811694,-
ENSSSCG00000015673,ENSSSCT00000064330,15,8982891,-
ENSSSCG00000015677,ENSSSCT00000017076,15,2972920,-
ENSSSCG00000015689,ENSSSCT00000064879,15,15810628,+
ENSSSCG00000015690,ENSSSCT00000087127,15,16206329,-
ENSSSCG00000015691,ENSSSCT00000075694,15,16017225,+
ENSSSCG00000015692,ENSSSCT00000065524,15,16360271,-
ENSSSCG00000015694,ENSSSCT00000017094,15,16414886,+
ENSSSCG00000015695,ENSSSCT00000017095,15,16816754,-
ENSSSCG00000015696,ENSSSCT00000049026,15,16911115,+
ENSSSCG00000015697,ENSSSCT00000017097,15,17021298,-
ENSSSCG00000015699,ENSSSCT00000017099,15,17163899,-
ENSSSCG00000015700,ENSSSCT00000017100,15,17262138,+
ENSSSCG00000015701,ENSSSCT00000063870,15,17918555,-
ENSSSCG00000015707,ENSSSCT00000017107,15,19799040,-
ENSSSCG00000015709,ENSSSCT00000017109,15,19971692,-
ENSSSCG00000015710,ENSSSCT00000017110,15,20105045,+
ENSSSCG00000015711,ENSSSCT00000066605,15,21365732,+
ENSSSCG00000015712,ENSSSCT00000025125,15,23425669,+
ENSSSCG00000015713,ENSSSCT00000017113,15,23470321,+
ENSSSCG00000015714,ENSSSCT00000080040,15,23553739,-
ENSSSCG00000015715,ENSSSCT00000017115,15,24407692,-
ENSSSCG00000015716,ENSSSCT00000034415,15,24503108,+
ENSSSCG00000015717,ENSSSCT00000017117,15,24677094,-
ENSSSCG00000015718,ENSSSCT00000057987,15,24895338,-
ENSSSCG00000015720,ENSSSCT00000039402,15,25328674,+
ENSSSCG00000015721,ENSSSCT00000017121,15,25189663,+
ENSSSCG00000015726,ENSSSCT00000086471,15,27740038,-
ENSSSCG00000015729,ENSSSCT00000085537,15,29714079,-
ENSSSCG00000015730,ENSSSCT00000017130,15,29714297,+
ENSSSCG00000015733,ENSSSCT00000017133,15,30579306,-
ENSSSCG00000015734,ENSSSCT00000017134,15,31974990,-
ENSSSCG00000015735,ENSSSCT00000017135,15,31965753,-
ENSSSCG00000015741,ENSSSCT00000086473,15,31685630,-
ENSSSCG00000015742,ENSSSCT00000057476,15,31582437,-
ENSSSCG00000015743,ENSSSCT00000017143,15,31502923,-
ENSSSCG00000015746,ENSSSCT00000079760,15,32852100,+
ENSSSCG00000015747,ENSSSCT00000055145,15,33510929,+
ENSSSCG00000015748,ENSSSCT00000093845,15,35022932,-
ENSSSCG00000015753,ENSSSCT00000078714,15,37599041,-
ENSSSCG00000015754,ENSSSCT00000065210,15,37455551,+
ENSSSCG00000015755,ENSSSCT00000017156,15,37801183,+
ENSSSCG00000015756,ENSSSCT00000064393,15,37898687,-
ENSSSCG00000015766,ENSSSCT00000017167,15,38589633,+
ENSSSCG00000015767,ENSSSCT00000017168,15,38705941,-
ENSSSCG00000015769,ENSSSCT00000017170,15,38790655,+
ENSSSCG00000015770,ENSSSCT00000017171,15,39132936,-
ENSSSCG00000015771,ENSSSCT00000017172,15,39581856,+
ENSSSCG00000015772,ENSSSCT00000017173,15,39713496,-
ENSSSCG00000015774,ENSSSCT00000104368,15,43787465,+
ENSSSCG00000015775,ENSSSCT00000063276,15,44490831,-
ENSSSCG00000015776,ENSSSCT00000017177,15,44989421,-
ENSSSCG00000015777,ENSSSCT00000095291,15,45011675,+
ENSSSCG00000015779,ENSSSCT00000017180,15,44886692,+
ENSSSCG00000015780,ENSSSCT00000017181,15,45190324,+
ENSSSCG00000015781,ENSSSCT00000017182,15,45441134,-
ENSSSCG00000015782,ENSSSCT00000017183,15,45634704,-
ENSSSCG00000015784,ENSSSCT00000069724,15,45933070,-
ENSSSCG00000015785,ENSSSCT00000017188,15,45851441,-
ENSSSCG00000015786,ENSSSCT00000047174,15,45764096,+
ENSSSCG00000015789,ENSSSCT00000017192,15,46266762,+
ENSSSCG00000015790,ENSSSCT00000059379,15,46193746,+
ENSSSCG00000015791,ENSSSCT00000102962,15,46257410,-
ENSSSCG00000015792,ENSSSCT00000017195,15,46445643,-
ENSSSCG00000015793,ENSSSCT00000017196,15,46470572,-
ENSSSCG00000015794,ENSSSCT00000017197,15,46470765,+
ENSSSCG00000015795,ENSSSCT00000025197,15,46503465,-
ENSSSCG00000015796,ENSSSCT00000088270,15,46546507,-
ENSSSCG00000015799,ENSSSCT00000017203,15,47071556,+
ENSSSCG00000015801,ENSSSCT00000017206,15,46969006,+
ENSSSCG00000015802,ENSSSCT00000017209,15,47017102,+
ENSSSCG00000015806,ENSSSCT00000076157,15,47376468,-
ENSSSCG00000015808,ENSSSCT00000079034,15,47601710,-
ENSSSCG00000015810,ENSSSCT00000026862,15,47621647,-
ENSSSCG00000015814,ENSSSCT00000050568,15,47809049,-
ENSSSCG00000015815,ENSSSCT00000083142,15,48053340,+
ENSSSCG00000015816,ENSSSCT00000049150,15,48131991,-
ENSSSCG00000015818,ENSSSCT00000105270,15,48292060,-
ENSSSCG00000015819,ENSSSCT00000068993,15,48246029,+
ENSSSCG00000015820,ENSSSCT00000017228,15,48136393,+
ENSSSCG00000015821,ENSSSCT00000017229,15,48475144,+
ENSSSCG00000015823,ENSSSCT00000017231,15,48527434,+
ENSSSCG00000015825,ENSSSCT00000070661,15,48610668,-
ENSSSCG00000015826,ENSSSCT00000017234,15,48636589,-
ENSSSCG00000015828,ENSSSCT00000017236,15,48696644,-
ENSSSCG00000015830,ENSSSCT00000017238,15,50280130,-
ENSSSCG00000015833,ENSSSCT00000017241,AEMK02000697.1,147798,-
ENSSSCG00000015835,ENSSSCT00000017243,AEMK02000697.1,203555,-
ENSSSCG00000015839,ENSSSCT00000069307,15,52742981,-
ENSSSCG00000015840,ENSSSCT00000086771,15,54094534,-
ENSSSCG00000015842,ENSSSCT00000017250,15,54296113,+
ENSSSCG00000015843,ENSSSCT00000017251,15,54367605,-
ENSSSCG00000015844,ENSSSCT00000017252,15,54382567,+
ENSSSCG00000015845,ENSSSCT00000017253,15,54444470,+
ENSSSCG00000015846,ENSSSCT00000043573,15,54725583,-
ENSSSCG00000015847,ENSSSCT00000017255,15,54902513,+
ENSSSCG00000015850,ENSSSCT00000017258,15,55491087,+
ENSSSCG00000015851,ENSSSCT00000050161,15,55681505,-
ENSSSCG00000015853,ENSSSCT00000057088,15,56438148,+
ENSSSCG00000015857,ENSSSCT00000049692,15,59265047,-
ENSSSCG00000015859,ENSSSCT00000017270,15,59312418,+
ENSSSCG00000015860,ENSSSCT00000017271,15,59642973,-
ENSSSCG00000015861,ENSSSCT00000029060,15,59520065,+
ENSSSCG00000015862,ENSSSCT00000040245,15,59672540,+
ENSSSCG00000015864,ENSSSCT00000017275,15,59803046,-
ENSSSCG00000015866,ENSSSCT00000070042,15,60053877,+
ENSSSCG00000015867,ENSSSCT00000037304,15,60439807,-
ENSSSCG00000015868,ENSSSCT00000017279,15,60440308,+
ENSSSCG00000015871,ENSSSCT00000017282,15,63495299,-
ENSSSCG00000015872,ENSSSCT00000063809,15,63652258,+
ENSSSCG00000015873,ENSSSCT00000070790,15,64529107,-
ENSSSCG00000015874,ENSSSCT00000060330,15,64891544,-
ENSSSCG00000015876,ENSSSCT00000063743,15,65430979,-
ENSSSCG00000015878,ENSSSCT00000056376,15,65431760,+
ENSSSCG00000015879,ENSSSCT00000017291,15,65796462,+
ENSSSCG00000015880,ENSSSCT00000040186,15,65920292,+
ENSSSCG00000015882,ENSSSCT00000017293,15,66571077,-
ENSSSCG00000015883,ENSSSCT00000017295,15,66649049,+
ENSSSCG00000015886,ENSSSCT00000017298,15,67175233,-
ENSSSCG00000015888,ENSSSCT00000065599,15,67409370,-
ENSSSCG00000015889,ENSSSCT00000094159,15,67952173,+
ENSSSCG00000015891,ENSSSCT00000017303,15,68213562,+
ENSSSCG00000015892,ENSSSCT00000017304,15,68162532,+
ENSSSCG00000015893,ENSSSCT00000027600,15,68224395,+
ENSSSCG00000015894,ENSSSCT00000073154,15,68706520,-
ENSSSCG00000015895,ENSSSCT00000017307,15,68810242,-
ENSSSCG00000015896,ENSSSCT00000036390,15,68902379,-
ENSSSCG00000015897,ENSSSCT00000061806,15,68985083,-
ENSSSCG00000015898,ENSSSCT00000038634,15,69554981,-
ENSSSCG00000015901,ENSSSCT00000041677,15,71247383,-
ENSSSCG00000015903,ENSSSCT00000017316,15,71650490,-
ENSSSCG00000015905,ENSSSCT00000062835,15,71864784,+
ENSSSCG00000015906,ENSSSCT00000041403,15,72141621,+
ENSSSCG00000015907,ENSSSCT00000061318,15,72342435,-
ENSSSCG00000015908,ENSSSCT00000017321,15,72512491,-
ENSSSCG00000015911,ENSSSCT00000053492,15,71824160,-
ENSSSCG00000015913,ENSSSCT00000053807,15,72912382,-
ENSSSCG00000015914,ENSSSCT00000087684,15,73026656,-
