Gene ID	Representative Transcript ID	Chromosome	TSS	strand
ENSDARG00000069261	ENSDART00000125767	4	25950372	+
ENSDARG00000069262	ENSDART00000100651	8	17933475	+
ENSDARG00000069264	ENSDART00000145381	1	54865552	+
ENSDARG00000069265	ENSDART00000100650	13	32635885	-
ENSDARG00000069269	ENSDART00000100663	13	32626247	-
ENSDARG00000069271	ENSDART00000128139	18	20481982	+
ENSDARG00000069274	ENSDART00000060291	18	20532339	-
ENSDARG00000069278	ENSDART00000085989	13	31687925	-
ENSDARG00000069279	ENSDART00000133514	8	16758304	+
ENSDARG00000069280	ENSDART00000100696	2	9946121	+
ENSDARG00000069281	ENSDART00000144697	20	43436896	-
ENSDARG00000069282	ENSDART00000137918	15	23761580	-
ENSDARG00000069283	ENSDART00000100698	8	16738321	+
ENSDARG00000069286	ENSDART00000100706	8	16738204	-
ENSDARG00000069289	ENSDART00000182404	9	35016201	+
ENSDARG00000069290	ENSDART00000100716	18	20566817	+
ENSDARG00000069292	ENSDART00000100714	4	25654686	+
ENSDARG00000069293	ENSDART00000100725	2	10134345	+
ENSDARG00000069294	ENSDART00000100726	2	10127762	+
ENSDARG00000069295	ENSDART00000138081	2	10098191	-
ENSDARG00000069296	ENSDART00000139014	20	43083745	+
ENSDARG00000069297	ENSDART00000139608	9	34915394	-
ENSDARG00000069298	ENSDART00000191982	8	16675464	-
ENSDARG00000069301	ENSDART00000100744	9	29039506	-
ENSDARG00000069302	ENSDART00000060938	20	43079481	-
ENSDARG00000069305	ENSDART00000138793	20	42978499	+
ENSDARG00000069311	ENSDART00000111344	4	25558849	+
ENSDARG00000069313	ENSDART00000100757	7	19600181	-
ENSDARG00000069324	ENSDART00000122184	15	25153403	-
ENSDARG00000069326	ENSDART00000100782	7	19850889	+
ENSDARG00000069327	ENSDART00000128951	13	40401870	-
ENSDARG00000069328	ENSDART00000100791	18	21105968	-
ENSDARG00000069329	ENSDART00000133138	13	30912117	+
ENSDARG00000069331	ENSDART00000180955	7	19997095	-
ENSDARG00000069333	ENSDART00000182145	10	22970723	-
ENSDARG00000069334	ENSDART00000146335	7	20109968	+
ENSDARG00000069335	ENSDART00000100808	7	20017211	+
ENSDARG00000069339	ENSDART00000155346	24	39129316	+
ENSDARG00000069342	ENSDART00000146434	2	7246848	-
ENSDARG00000069356	ENSDART00000171813	11	7528599	+
ENSDARG00000069360	ENSDART00000100869	1	51591436	-
ENSDARG00000069362	ENSDART00000100876	21	29689141	-
ENSDARG00000069363	ENSDART00000100877	13	29406534	-
ENSDARG00000069368	ENSDART00000100885	18	21859019	-
ENSDARG00000069373	ENSDART00000121946	21	31252131	-
ENSDARG00000069374	ENSDART00000144045	13	21600946	+
ENSDARG00000069375	ENSDART00000100897	15	21877860	-
ENSDARG00000069376	ENSDART00000100898	7	20656942	+
ENSDARG00000069378	ENSDART00000100904	18	22094102	-
ENSDARG00000069379	ENSDART00000147230	18	22109379	+
ENSDARG00000069381	ENSDART00000048550	9	33063083	-
ENSDARG00000069382	ENSDART00000100925	13	21660203	-
ENSDARG00000069386	ENSDART00000078567	13	21674450	+
ENSDARG00000069388	ENSDART00000100936	7	21787507	+
ENSDARG00000069397	ENSDART00000056432	13	21826096	+
ENSDARG00000069401	ENSDART00000100967	20	41992878	-
ENSDARG00000069402	ENSDART00000140028	4	19534833	+
ENSDARG00000069407	ENSDART00000135738	8	13184989	-
ENSDARG00000069409	ENSDART00000101000	15	21262917	+
ENSDARG00000069411	ENSDART00000101007	20	40760217	-
ENSDARG00000069415	ENSDART00000142957	1	49568335	+
ENSDARG00000069420	ENSDART00000127581	10	11840353	-
ENSDARG00000069421	ENSDART00000101036	21	30415524	-
ENSDARG00000069422	ENSDART00000101037	21	30408775	-
ENSDARG00000069423	ENSDART00000101038	2	2223837	+
ENSDARG00000069425	ENSDART00000101044	7	26629084	+
ENSDARG00000069427	ENSDART00000191569	20	40119872	-
ENSDARG00000069428	ENSDART00000101051	21	30293224	-
ENSDARG00000069430	ENSDART00000101053	7	26649319	+
ENSDARG00000069432	ENSDART00000099003	7	26603743	-
ENSDARG00000069433	ENSDART00000135313	7	26545911	+
ENSDARG00000069435	ENSDART00000101066	1	47831619	+
ENSDARG00000069438	ENSDART00000101079	1	47771742	-
ENSDARG00000069439	ENSDART00000101077	10	10788811	+
ENSDARG00000069440	ENSDART00000101070	9	30890549	+
ENSDARG00000069441	ENSDART00000156491	21	22985078	+
ENSDARG00000069445	ENSDART00000140931	20	39457598	+
ENSDARG00000069446	ENSDART00000101089	10	10607118	-
ENSDARG00000069450	ENSDART00000101104	1	47431453	-
ENSDARG00000069451	ENSDART00000138364	9	30432778	-
ENSDARG00000069453	ENSDART00000132058	9	30421626	+
ENSDARG00000069459	ENSDART00000173893	7	26058772	+
ENSDARG00000069461	ENSDART00000101124	7	26049328	-
ENSDARG00000069463	ENSDART00000101126	7	26029672	+
ENSDARG00000069464	ENSDART00000134182	15	20403903	+
ENSDARG00000069467	ENSDART00000142907	21	24865454	-
ENSDARG00000069469	ENSDART00000101134	13	23282549	+
ENSDARG00000069471	ENSDART00000063529	1	47151790	-
ENSDARG00000069472	ENSDART00000187508	10	16592851	+
ENSDARG00000069473	ENSDART00000090165	7	69653981	+
ENSDARG00000069476	ENSDART00000101152	15	20239141	+
ENSDARG00000069478	ENSDART00000184292	8	28667021	+
ENSDARG00000069481	ENSDART00000101175	11	15435495	-
ENSDARG00000069482	ENSDART00000101174	8	12432685	-
ENSDARG00000069485	ENSDART00000101177	9	29643628	-
ENSDARG00000069494	ENSDART00000101201	21	25623342	-
ENSDARG00000069495	ENSDART00000148236	21	25669820	-
ENSDARG00000069496	ENSDART00000077191	7	25049377	-
ENSDARG00000069497	ENSDART00000101203	21	25669934	+
ENSDARG00000069498	ENSDART00000101205	21	25685768	-
ENSDARG00000069501	ENSDART00000101208	21	25722834	-
ENSDARG00000069503	ENSDART00000101211	21	25741411	-
ENSDARG00000069505	ENSDART00000101217	21	25793970	+
ENSDARG00000069507	ENSDART00000101219	21	25801956	-
ENSDARG00000069515	ENSDART00000101238	18	7382003	-
ENSDARG00000069518	ENSDART00000101241	21	16980141	+
ENSDARG00000069521	ENSDART00000101246	21	17005737	+
ENSDARG00000069525	ENSDART00000065755	21	17016337	+
ENSDARG00000069527	ENSDART00000101263	21	17037907	-
ENSDARG00000069529	ENSDART00000101274	13	24834199	+
ENSDARG00000069537	ENSDART00000101292	18	7481036	-
ENSDARG00000069538	ENSDART00000101295	21	17424657	-
ENSDARG00000069540	ENSDART00000101296	18	7539469	-
ENSDARG00000069543	ENSDART00000138161	10	14488518	-
ENSDARG00000069545	ENSDART00000136005	16	13883982	+
ENSDARG00000069548	ENSDART00000110198	9	28693592	+
ENSDARG00000069549	ENSDART00000101319	9	28688574	+
ENSDARG00000069552	ENSDART00000101328	13	25449681	+
ENSDARG00000069559	ENSDART00000142702	1	45121393	+
ENSDARG00000069563	ENSDART00000131053	7	24181777	-
ENSDARG00000069566	ENSDART00000131882	1	45157243	-
ENSDARG00000069583	ENSDART00000161704	16	55028791	-
ENSDARG00000069589	ENSDART00000101402	16	54942534	-
ENSDARG00000069590	ENSDART00000139825	10	5058823	-
ENSDARG00000069595	ENSDART00000143363	1	45707219	+
ENSDARG00000069598	ENSDART00000101418	20	29229843	-
ENSDARG00000069600	ENSDART00000190739	7	23495986	+
ENSDARG00000069601	ENSDART00000050177	10	4961923	-
ENSDARG00000069603	ENSDART00000155880	15	25629046	-
ENSDARG00000069607	ENSDART00000039313	4	4795205	-
ENSDARG00000069608	ENSDART00000101431	10	4874542	+
ENSDARG00000069615	ENSDART00000101449	10	3111004	+
ENSDARG00000069619	ENSDART00000149155	1	45584407	-
ENSDARG00000069624	ENSDART00000101462	21	19330333	-
ENSDARG00000069627	ENSDART00000133606	8	6897619	-
ENSDARG00000069630	ENSDART00000101472	18	13162728	+
ENSDARG00000069632	ENSDART00000132366	1	45323400	+
ENSDARG00000069640	ENSDART00000101489	1	38908197	-
ENSDARG00000069649	ENSDART00000147086	15	8394819	+
ENSDARG00000069654	ENSDART00000175747	18	6856380	-
ENSDARG00000069660	ENSDART00000101528	7	22543963	+
ENSDARG00000069662	ENSDART00000187347	7	22330466	+
ENSDARG00000069669	ENSDART00000101562	1	40994259	-
ENSDARG00000069671	ENSDART00000101565	9	24121036	+
ENSDARG00000069672	ENSDART00000101571	9	24120855	-
ENSDARG00000069673	ENSDART00000154008	25	3788074	+
ENSDARG00000069674	ENSDART00000101576	8	4972916	-
ENSDARG00000069677	ENSDART00000101580	22	33362552	+
ENSDARG00000069681	ENSDART00000101582	13	28689717	-
ENSDARG00000069696	ENSDART00000101616	8	22508055	-
ENSDARG00000069698	ENSDART00000101613	4	15819728	+
ENSDARG00000069703	ENSDART00000101629	16	49646625	-
ENSDARG00000069706	ENSDART00000101641	24	29352039	+
ENSDARG00000069707	ENSDART00000136849	1	40199083	+
ENSDARG00000069708	ENSDART00000183840	22	22164338	-
ENSDARG00000069710	ENSDART00000138992	1	40308077	+
ENSDARG00000069715	ENSDART00000101673	13	13578552	+
ENSDARG00000069723	ENSDART00000143614	18	4958883	-
ENSDARG00000069726	ENSDART00000142833	10	690170	-
ENSDARG00000069728	ENSDART00000101698	16	46459680	+
ENSDARG00000069729	ENSDART00000132587	3	55031685	+
ENSDARG00000069733	ENSDART00000193644	13	15182149	+
ENSDARG00000069734	ENSDART00000053077	3	55092051	-
ENSDARG00000069735	ENSDART00000101709	3	55093581	+
ENSDARG00000069737	ENSDART00000124112	1	36436936	+
ENSDARG00000069739	ENSDART00000190512	13	45811137	-
ENSDARG00000069742	ENSDART00000110111	15	17169935	-
ENSDARG00000069744	ENSDART00000101724	15	17099560	-
ENSDARG00000069745	ENSDART00000101726	21	22122312	-
ENSDARG00000069748	ENSDART00000101732	21	22158744	+
ENSDARG00000069752	ENSDART00000168950	13	15702736	-
ENSDARG00000069755	ENSDART00000101753	16	46000956	+
ENSDARG00000069758	ENSDART00000101765	9	22657221	+
ENSDARG00000069763	ENSDART00000101770	9	22631672	+
ENSDARG00000069765	ENSDART00000143867	16	45571956	+
ENSDARG00000069766	ENSDART00000141149	21	25935845	+
ENSDARG00000069767	ENSDART00000115224	21	22635245	-
ENSDARG00000069769	ENSDART00000101784	21	22669669	-
ENSDARG00000069774	ENSDART00000101789	15	16387088	+
ENSDARG00000069775	ENSDART00000101797	21	22730832	-
ENSDARG00000069780	ENSDART00000147928	4	14191717	-
ENSDARG00000069781	ENSDART00000135055	18	1145571	+
ENSDARG00000069790	ENSDART00000122099	15	16070731	-
ENSDARG00000069792	ENSDART00000101845	9	22232902	-
ENSDARG00000069795	ENSDART00000101859	13	18545819	+
ENSDARG00000069796	ENSDART00000058719	3	62317990	+
ENSDARG00000069801	ENSDART00000101869	9	22205682	-
ENSDARG00000069804	ENSDART00000114536	1	29178117	+
ENSDARG00000069807	ENSDART00000101885	16	33992418	+
ENSDARG00000069815	ENSDART00000101898	16	33930076	-
ENSDARG00000069817	ENSDART00000175417	9	22129839	-
ENSDARG00000069823	ENSDART00000101918	15	15449929	-
ENSDARG00000069826	ENSDART00000101916	9	22117430	-
ENSDARG00000069827	ENSDART00000101923	9	22099536	-
ENSDARG00000069828	ENSDART00000101926	13	9886579	-
ENSDARG00000069829	ENSDART00000101943	16	33163858	+
ENSDARG00000069832	ENSDART00000101949	13	9841806	-
ENSDARG00000069833	ENSDART00000179385	16	33143630	+
ENSDARG00000069834	ENSDART00000101958	1	32111924	-
ENSDARG00000069843	ENSDART00000101977	9	21843915	+
ENSDARG00000069844	ENSDART00000147471	9	21838045	-
ENSDARG00000069846	ENSDART00000101985	9	21826724	+
ENSDARG00000069848	ENSDART00000113472	7	17456686	+
ENSDARG00000069850	ENSDART00000101986	9	21825913	-
ENSDARG00000069852	ENSDART00000180551	15	4967490	-
ENSDARG00000069853	ENSDART00000136902	9	21819082	+
ENSDARG00000069855	ENSDART00000190920	16	32673028	-
ENSDARG00000069857	ENSDART00000034109	16	32662947	-
ENSDARG00000069865	ENSDART00000138833	13	9442942	-
ENSDARG00000069866	ENSDART00000102021	9	21722733	+
ENSDARG00000069869	ENSDART00000080437	3	60044780	+
ENSDARG00000069878	ENSDART00000093031	3	58165254	-
ENSDARG00000069888	ENSDART00000102086	15	2657508	-
ENSDARG00000069893	ENSDART00000171454	16	32131568	+
ENSDARG00000069895	ENSDART00000102099	21	14511685	+
ENSDARG00000069901	ENSDART00000102108	13	9162465	+
ENSDARG00000069904	ENSDART00000030004	23	46126444	-
ENSDARG00000069909	ENSDART00000144142	13	9300299	-
ENSDARG00000069910	ENSDART00000150038	1	34701144	+
ENSDARG00000069912	ENSDART00000080536	4	12862087	-
ENSDARG00000069917	ENSDART00000181748	9	21259657	+
ENSDARG00000069920	ENSDART00000191840	9	21238616	-
ENSDARG00000069922	ENSDART00000162578	9	21231297	-
ENSDARG00000069926	ENSDART00000061321	9	21194445	+
ENSDARG00000069928	ENSDART00000045086	13	8601184	-
ENSDARG00000069934	ENSDART00000192067	9	20483846	+
ENSDARG00000069937	ENSDART00000165940	3	47130912	+
ENSDARG00000069940	ENSDART00000102202	3	47322494	+
ENSDARG00000069941	ENSDART00000102212	16	36905789	-
ENSDARG00000069944	ENSDART00000155392	15	1134870	+
ENSDARG00000069945	ENSDART00000154780	15	1116664	+
ENSDARG00000069946	ENSDART00000102210	1	31019165	+
ENSDARG00000069951	ENSDART00000137863	1	31110817	+
ENSDARG00000069953	ENSDART00000085370	1	31350148	-
ENSDARG00000069954	ENSDART00000102232	13	27621246	-
ENSDARG00000069956	ENSDART00000125920	8	38317914	-
ENSDARG00000069957	ENSDART00000184754	15	931848	-
ENSDARG00000069958	ENSDART00000102236	5	9580837	-
ENSDARG00000069961	ENSDART00000154796	3	45361573	-
ENSDARG00000069966	ENSDART00000102257	15	604353	-
ENSDARG00000069968	ENSDART00000154594	15	518092	+
ENSDARG00000069970	ENSDART00000102279	13	12739283	+
ENSDARG00000069977	ENSDART00000102293	11	12347	-
ENSDARG00000069978	ENSDART00000143229	9	13999620	+
ENSDARG00000069980	ENSDART00000192473	21	10701834	+
ENSDARG00000069981	ENSDART00000193214	16	42390640	-
ENSDARG00000069984	ENSDART00000102314	19	43978814	+
ENSDARG00000069988	ENSDART00000163432	21	11244068	+
ENSDARG00000069989	ENSDART00000189093	1	27023687	+
ENSDARG00000069995	ENSDART00000023452	16	42667560	+
ENSDARG00000069996	ENSDART00000102337	1	27867706	+
ENSDARG00000069998	ENSDART00000170878	1	26027337	-
ENSDARG00000070000	ENSDART00000154757	16	42872571	-
ENSDARG00000070006	ENSDART00000102363	7	15830251	-
ENSDARG00000070011	ENSDART00000102386	9	12887491	+
ENSDARG00000070012	ENSDART00000102384	19	43341176	+
ENSDARG00000070013	ENSDART00000102391	6	34220641	-
ENSDARG00000070019	ENSDART00000102410	15	1844048	-
ENSDARG00000070021	ENSDART00000102416	3	40945724	-
ENSDARG00000070025	ENSDART00000153791	15	31997360	+
ENSDARG00000070028	ENSDART00000102430	9	12444494	+
ENSDARG00000070029	ENSDART00000102434	9	12443726	-
ENSDARG00000070037	ENSDART00000183258	6	35488180	-
ENSDARG00000070038	ENSDART00000102459	15	5815006	-
ENSDARG00000070040	ENSDART00000102463	21	12036238	+
ENSDARG00000070041	ENSDART00000102464	12	30540755	-
ENSDARG00000070043	ENSDART00000102472	9	10699038	+
ENSDARG00000070045	ENSDART00000081510	21	12272543	-
ENSDARG00000070046	ENSDART00000136215	16	38940786	+
ENSDARG00000070047	ENSDART00000102483	6	35362225	+
ENSDARG00000070048	ENSDART00000102493	11	6989598	-
ENSDARG00000070050	ENSDART00000102498	1	25496133	-
ENSDARG00000070052	ENSDART00000102504	20	35438300	+
ENSDARG00000070053	ENSDART00000102505	13	255067	+
ENSDARG00000070055	ENSDART00000102501	1	25486571	-
ENSDARG00000070057	ENSDART00000146585	9	11587660	+
ENSDARG00000070059	ENSDART00000102518	11	14312260	+
ENSDARG00000070061	ENSDART00000102526	3	40164129	+
ENSDARG00000070065	ENSDART00000172931	7	8052829	-
ENSDARG00000070069	ENSDART00000102538	13	7573670	-
ENSDARG00000070073	ENSDART00000102548	11	13507122	+
ENSDARG00000070074	ENSDART00000179450	6	34511886	+
ENSDARG00000070076	ENSDART00000102555	13	5978433	-
ENSDARG00000070078	ENSDART00000161275	11	13223625	+
ENSDARG00000070080	ENSDART00000102566	10	34426256	+
ENSDARG00000070081	ENSDART00000058578	16	40301056	+
ENSDARG00000070083	ENSDART00000060310	11	13207898	+
ENSDARG00000070084	ENSDART00000102563	13	5978809	+
ENSDARG00000070085	ENSDART00000190631	16	40340222	+
ENSDARG00000070092	ENSDART00000102591	16	41004731	-
ENSDARG00000070094	ENSDART00000102583	19	42588510	-
ENSDARG00000070097	ENSDART00000084598	7	9308625	+
ENSDARG00000070098	ENSDART00000155184	1	23596391	-
ENSDARG00000070107	ENSDART00000102620	7	7420301	-
ENSDARG00000070108	ENSDART00000058586	16	41015163	+
ENSDARG00000070109	ENSDART00000187824	1	23560216	+
ENSDARG00000070110	ENSDART00000140457	20	35998073	+
ENSDARG00000070116	ENSDART00000102629	7	7495034	+
ENSDARG00000070122	ENSDART00000143248	6	20954400	+
ENSDARG00000070124	ENSDART00000102649	16	41131578	-
ENSDARG00000070127	ENSDART00000102658	23	43870886	+
ENSDARG00000070131	ENSDART00000102662	16	41535690	-
ENSDARG00000070132	ENSDART00000102665	16	41570653	+
ENSDARG00000070138	ENSDART00000144555	21	4388489	+
ENSDARG00000070140	ENSDART00000102690	3	39198113	-
ENSDARG00000070141	ENSDART00000150919	19	42291355	-
ENSDARG00000070142	ENSDART00000102697	19	42244358	-
ENSDARG00000070148	ENSDART00000131242	6	22597362	+
ENSDARG00000070150	ENSDART00000135436	19	42227400	+
ENSDARG00000070151	ENSDART00000169067	19	42071033	+
ENSDARG00000070155	ENSDART00000102715	9	7673856	-
ENSDARG00000070157	ENSDART00000102712	23	43255328	+
ENSDARG00000070161	ENSDART00000187653	11	39935154	+
ENSDARG00000070162	ENSDART00000139354	1	39977551	-
ENSDARG00000070165	ENSDART00000128442	11	40457325	-
ENSDARG00000070166	ENSDART00000102754	9	8407778	+
ENSDARG00000070168	ENSDART00000102756	7	71335815	+
ENSDARG00000070170	ENSDART00000102771	16	41974438	+
ENSDARG00000070173	ENSDART00000102782	1	21409877	-
ENSDARG00000070174	ENSDART00000150917	3	36972298	+
ENSDARG00000070178	ENSDART00000102798	16	42056137	-
ENSDARG00000070187	ENSDART00000038748	16	42152145	-
ENSDARG00000070203	ENSDART00000133357	4	28997595	+
ENSDARG00000070206	ENSDART00000140959	8	36387387	-
ENSDARG00000070213	ENSDART00000102868	11	37880492	-
ENSDARG00000070214	ENSDART00000102870	11	37997419	-
ENSDARG00000070220	ENSDART00000110243	4	5741733	+
ENSDARG00000070222	ENSDART00000102881	23	37323962	+
ENSDARG00000070227	ENSDART00000109567	23	41200854	+
ENSDARG00000070228	ENSDART00000151269	19	40248697	+
ENSDARG00000070229	ENSDART00000102898	11	37693019	-
ENSDARG00000070230	ENSDART00000102893	4	9028819	+
ENSDARG00000070231	ENSDART00000139589	13	824564	-
ENSDARG00000070256	ENSDART00000102952	3	35865040	-
ENSDARG00000070261	ENSDART00000075903	3	35812040	+
ENSDARG00000070266	ENSDART00000148518	1	20635214	+
ENSDARG00000070272	ENSDART00000186976	9	1339194	+
ENSDARG00000070278	ENSDART00000102993	1	20068155	-
ENSDARG00000070280	ENSDART00000103006	25	36348401	+
ENSDARG00000070284	ENSDART00000154167	2	5406236	+
ENSDARG00000070289	ENSDART00000152388	25	36361697	-
ENSDARG00000070317	ENSDART00000086301	16	25829779	-
ENSDARG00000070318	ENSDART00000103076	11	35756468	-
ENSDARG00000070320	ENSDART00000103089	1	19535144	+
ENSDARG00000070321	ENSDART00000103091	1	19515228	+
ENSDARG00000070331	ENSDART00000153708	25	8356707	+
ENSDARG00000070337	ENSDART00000103131	23	36178104	+
ENSDARG00000070338	ENSDART00000103132	23	36130883	+
ENSDARG00000070339	ENSDART00000184448	23	36122058	+
ENSDARG00000070340	ENSDART00000139319	23	36118738	+
ENSDARG00000070341	ENSDART00000103135	6	52859495	+
ENSDARG00000070343	ENSDART00000130090	23	36115541	+
ENSDARG00000070344	ENSDART00000103138	6	52873822	+
ENSDARG00000070346	ENSDART00000103139	23	36101185	+
ENSDARG00000070348	ENSDART00000184107	23	35969228	+
ENSDARG00000070351	ENSDART00000133760	23	36074798	+
ENSDARG00000070353	ENSDART00000103149	23	36052944	+
ENSDARG00000070357	ENSDART00000103155	19	37154436	-
ENSDARG00000070358	ENSDART00000103159	19	37135700	+
ENSDARG00000070360	ENSDART00000124800	11	35050253	+
ENSDARG00000070362	ENSDART00000103163	19	37118547	+
ENSDARG00000070368	ENSDART00000103182	3	32973554	-
ENSDARG00000070371	ENSDART00000083874	3	32902144	-
ENSDARG00000070378	ENSDART00000103203	25	25172983	+
ENSDARG00000070386	ENSDART00000180935	16	23326085	+
ENSDARG00000070387	ENSDART00000103222	25	37284370	-
ENSDARG00000070389	ENSDART00000103232	20	26690036	+
ENSDARG00000070390	ENSDART00000164757	16	22864313	+
ENSDARG00000070391	ENSDART00000103239	3	32596394	-
ENSDARG00000070393	ENSDART00000133223	23	33944597	-
ENSDARG00000070394	ENSDART00000103240	6	40058686	-
ENSDARG00000070396	ENSDART00000077787	20	26916639	+
ENSDARG00000070399	ENSDART00000103257	16	27224246	-
ENSDARG00000070401	ENSDART00000103265	11	30630628	-
ENSDARG00000070403	ENSDART00000103266	19	35002479	+
ENSDARG00000070404	ENSDART00000103267	6	53048291	-
ENSDARG00000070407	ENSDART00000103276	19	34742706	+
ENSDARG00000070408	ENSDART00000103279	4	5132951	+
ENSDARG00000070412	ENSDART00000169081	1	16507812	-
ENSDARG00000070414	ENSDART00000056913	4	3811017	-
ENSDARG00000070416	ENSDART00000162768	11	31609481	+
ENSDARG00000070419	ENSDART00000132628	19	33370271	-
ENSDARG00000070423	ENSDART00000138139	20	27733791	-
ENSDARG00000070425	ENSDART00000103320	20	28245164	+
ENSDARG00000070426	ENSDART00000103330	20	28266892	+
ENSDARG00000070427	ENSDART00000103340	16	28754403	+
ENSDARG00000070428	ENSDART00000149501	16	28878080	-
ENSDARG00000070430	ENSDART00000146525	16	28881235	+
ENSDARG00000070431	ENSDART00000103346	1	14382584	+
ENSDARG00000070432	ENSDART00000128806	20	28352352	-
ENSDARG00000070433	ENSDART00000103352	20	28361574	-
ENSDARG00000070434	ENSDART00000103355	20	28364742	+
ENSDARG00000070435	ENSDART00000103357	6	49583153	+
ENSDARG00000070437	ENSDART00000183947	11	29658396	-
ENSDARG00000070440	ENSDART00000103374	17	51679784	-
ENSDARG00000070441	ENSDART00000103371	4	2482046	+
ENSDARG00000070442	ENSDART00000148960	16	29452039	-
ENSDARG00000070447	ENSDART00000103397	17	48126944	+
ENSDARG00000070448	ENSDART00000159981	1	11973341	-
ENSDARG00000070449	ENSDART00000103399	1	11977426	+
ENSDARG00000070452	ENSDART00000103403	1	12049229	+
ENSDARG00000070453	ENSDART00000180511	17	15149192	-
ENSDARG00000070454	ENSDART00000103406	1	12064799	-
ENSDARG00000070458	ENSDART00000103421	3	31086770	-
ENSDARG00000070461	ENSDART00000103434	17	53022822	-
ENSDARG00000070463	ENSDART00000130815	19	29294457	-
ENSDARG00000070465	ENSDART00000103447	3	30500968	+
ENSDARG00000070467	ENSDART00000177182	11	28148033	-
ENSDARG00000070470	ENSDART00000050559	20	23742574	+
ENSDARG00000070471	ENSDART00000103455	6	46735380	-
ENSDARG00000070472	ENSDART00000103467	18	7543347	+
ENSDARG00000070473	ENSDART00000067066	25	29134654	-
ENSDARG00000070475	ENSDART00000103471	19	30359059	-
ENSDARG00000070477	ENSDART00000103463	4	1785120	-
ENSDARG00000070478	ENSDART00000156994	25	28893615	+
ENSDARG00000070479	ENSDART00000145396	19	30387999	+
ENSDARG00000070480	ENSDART00000103475	19	30404096	-
ENSDARG00000070484	ENSDART00000103487	3	30218504	-
ENSDARG00000070485	ENSDART00000103489	6	45934682	+
ENSDARG00000070486	ENSDART00000154896	6	45932241	+
ENSDARG00000070487	ENSDART00000103493	17	45472608	+
ENSDARG00000070491	ENSDART00000185650	19	30565122	-
ENSDARG00000070494	ENSDART00000103510	20	22476255	-
ENSDARG00000070498	ENSDART00000103536	12	7445595	+
ENSDARG00000070504	ENSDART00000140495	1	10620345	-
ENSDARG00000070507	ENSDART00000080789	10	25860102	-
ENSDARG00000070511	ENSDART00000103566	11	25735478	+
ENSDARG00000070512	ENSDART00000040116	1	10473630	-
ENSDARG00000070513	ENSDART00000171935	11	25733910	-
ENSDARG00000070522	ENSDART00000085216	3	29179329	+
ENSDARG00000070526	ENSDART00000153998	17	50248152	+
ENSDARG00000070535	ENSDART00000103631	4	912563	+
ENSDARG00000070536	ENSDART00000103630	16	20707742	-
ENSDARG00000070537	ENSDART00000147474	19	31771270	+
ENSDARG00000070538	ENSDART00000103640	19	31802296	-
ENSDARG00000070539	ENSDART00000103639	23	27633730	-
ENSDARG00000070541	ENSDART00000103649	11	25388747	+
ENSDARG00000070542	ENSDART00000103650	11	25384213	-
ENSDARG00000070543	ENSDART00000137900	1	8917902	-
ENSDARG00000070545	ENSDART00000065949	11	25296366	+
ENSDARG00000070546	ENSDART00000103659	4	306036	+
ENSDARG00000070553	ENSDART00000192956	19	12649691	+
ENSDARG00000070555	ENSDART00000135706	19	12444943	+
ENSDARG00000070558	ENSDART00000147638	1	6640437	+
ENSDARG00000070560	ENSDART00000184903	25	23583173	-
ENSDARG00000070565	ENSDART00000131288	3	26267725	+
ENSDARG00000070567	ENSDART00000042683	6	41255485	+
ENSDARG00000070568	ENSDART00000103733	3	26244353	+
ENSDARG00000070570	ENSDART00000103741	3	26244256	-
ENSDARG00000070571	ENSDART00000087740	11	24729346	+
ENSDARG00000070573	ENSDART00000103746	3	26222381	-
ENSDARG00000070575	ENSDART00000103750	16	17389116	+
ENSDARG00000070578	ENSDART00000103784	19	15281996	-
ENSDARG00000070579	ENSDART00000152555	1	2453185	-
ENSDARG00000070581	ENSDART00000103795	1	2457546	-
ENSDARG00000070583	ENSDART00000156418	17	43400039	-
ENSDARG00000070584	ENSDART00000100571	20	43942278	+
ENSDARG00000070590	ENSDART00000103830	17	43558494	-
ENSDARG00000070597	ENSDART00000155521	11	21076872	+
ENSDARG00000070598	ENSDART00000103845	17	21295132	+
ENSDARG00000070600	ENSDART00000128681	11	21267486	-
ENSDARG00000070601	ENSDART00000080051	11	21363834	-
ENSDARG00000070603	ENSDART00000181356	17	21278846	-
ENSDARG00000070604	ENSDART00000103857	16	13965923	+
ENSDARG00000070605	ENSDART00000103858	3	23047241	+
ENSDARG00000070606	ENSDART00000129062	11	21404358	-
ENSDARG00000070607	ENSDART00000103862	19	28284120	+
ENSDARG00000070611	ENSDART00000103868	6	40467562	+
ENSDARG00000070617	ENSDART00000103878	6	40455109	-
ENSDARG00000070618	ENSDART00000103879	6	40449399	-
ENSDARG00000070621	ENSDART00000091182	11	21586335	+
ENSDARG00000070623	ENSDART00000103887	19	27970292	+
ENSDARG00000070624	ENSDART00000184863	16	12984631	-
ENSDARG00000070626	ENSDART00000103894	16	12953739	-
ENSDARG00000070627	ENSDART00000155727	17	39772999	-
ENSDARG00000070644	ENSDART00000103934	23	25868637	+
ENSDARG00000070651	ENSDART00000156499	11	18384534	-
ENSDARG00000070654	ENSDART00000123142	16	12097558	-
ENSDARG00000070656	ENSDART00000103948	16	12060782	-
ENSDARG00000070657	ENSDART00000016248	23	25291891	+
ENSDARG00000070658	ENSDART00000103955	19	26964348	-
ENSDARG00000070661	ENSDART00000104187	2	53114491	+
