Gene	start	end	length
ENSSSCG00000048125	44027262	44062808	35546
ENSSSCG00000032288	43844722	43860547	15825
ENSSSCG00000026465	110897256	111328385	431129
ENSSSCG00000025224	86945647	87109139	163492
ENSSSCG00000008412	87231755	87337703	105948
ENSSSCG00000008413	87341345	87350637	9292
ENSSSCG00000008414	87355904	87389814	33910
ENSSSCG00000008415	87389873	87500977	111104
ENSSSCG00000037577	87405978	87416260	10282
ENSSSCG00000035256	17978801	17982864	4063
ENSSSCG00000027454	17987242	18001711	14469
ENSSSCG00000029752	18011403	18014179	2776
ENSSSCG00000029509	18023096	18041730	18634
ENSSSCG00000027970	18048618	18052480	3862
ENSSSCG00000027946	18057177	18081155	23978
ENSSSCG00000027629	18084549	18091798	7249
ENSSSCG00000034445	18091071	18094809	3738
ENSSSCG00000029186	18098102	18119558	21456
ENSSSCG00000040342	18120581	18124684	4103
ENSSSCG00000040888	18124573	18141565	16992
ENSSSCG00000031967	18177737	18198085	20348
ENSSSCG00000030122	18198807	18202089	3282
ENSSSCG00000032921	18202134	18212186	10052
ENSSSCG00000034635	18210965	18216102	5137
ENSSSCG00000037075	18222788	18223677	889
ENSSSCG00000037193	18223875	18231844	7969
ENSSSCG00000046707	18245787	18253490	7703
ENSSSCG00000032556	18253384	18260163	6779
ENSSSCG00000036817	18262823	18271586	8763
ENSSSCG00000034774	18271983	18277580	5597
ENSSSCG00000035430	18278002	18281298	3296
ENSSSCG00000021811	18282889	18292092	9203
ENSSSCG00000040682	18291445	18299567	8122
ENSSSCG00000038055	18336898	18342396	5498
ENSSSCG00000033744	18345693	18346446	753
ENSSSCG00000035561	18346501	18349505	3004
ENSSSCG00000021557	18351194	18354649	3455
ENSSSCG00000022778	18354799	18387856	33057
ENSSSCG00000040162	18402935	18511087	108152
ENSSSCG00000039300	18421981	18427915	5934
ENSSSCG00000033623	18427781	18433516	5735
ENSSSCG00000036603	18433836	18450290	16454
ENSSSCG00000034927	18468001	18489099	21098
ENSSSCG00000021845	18506052	18519056	13004
ENSSSCG00000007803	18521128	18524959	3831
ENSSSCG00000007804	18524820	18543135	18315
ENSSSCG00000007805	18545071	18568310	23239
ENSSSCG00000007806	18568266	18585925	17659
ENSSSCG00000007807	18592880	18601263	8383
ENSSSCG00000007808	18609912	18622640	12728
ENSSSCG00000007812	18772096	18880067	107971
ENSSSCG00000007813	18982296	18983553	1257
ENSSSCG00000007811	18629646	18639214	9568
ENSSSCG00000007700	10416475	10578366	161891
ENSSSCG00000007705	10609857	10633370	23513
ENSSSCG00000007704	10632677	10642061	9384
ENSSSCG00000007703	10647690	10656417	8727
ENSSSCG00000007702	10669664	10682618	12954
ENSSSCG00000023004	10754783	10757147	2364
ENSSSCG00000027342	10761499	10843840	82341
ENSSSCG00000007708	10850354	10869288	18934
ENSSSCG00000007709	10876973	10892404	15431
ENSSSCG00000007710	10898670	10934048	35378
ENSSSCG00000033358	10947403	10951273	3870
ENSSSCG00000007772	10974127	10991873	17746
ENSSSCG00000007715	11000998	11003795	2797
ENSSSCG00000035928	11019073	11020102	1029
ENSSSCG00000007718	11039706	11053925	14219
ENSSSCG00000007717	11054960	11057704	2744
ENSSSCG00000007716	11075901	11078442	2541
ENSSSCG00000025858	11214205	11244897	30692
ENSSSCG00000030378	11252648	11279284	26636
ENSSSCG00000025966	11320797	11348473	27676
ENSSSCG00000028504	11373492	11392695	19203
ENSSSCG00000007719	11419446	11505406	85960
ENSSSCG00000007720	11538314	11654770	116456
ENSSSCG00000007721	11671575	11811423	139848
ENSSSCG00000007722	11820266	11839354	19088
ENSSSCG00000028635	11841732	11898101	56369
ENSSSCG00000007723	11915600	11948715	33115
ENSSSCG00000024045	11956300	12039978	83678
ENSSSCG00000047747	10736420	10740644	4224
ENSSSCG00000027487	11352548	11372101	19553
ENSSSCG00000044658	56479125	56479934	809
ENSSSCG00000008193	56528434	56541740	13306
ENSSSCG00000008194	56610304	56620164	9860
ENSSSCG00000008195	56629272	56632119	2847
ENSSSCG00000008196	56643606	56746769	103163
ENSSSCG00000008197	56750760	56760828	10068
ENSSSCG00000008200	56776812	56782654	5842
ENSSSCG00000008201	56792391	56811789	19398
ENSSSCG00000008202	56814832	56858453	43621
ENSSSCG00000008513	107012986	107269477	256491
ENSSSCG00000036197	107062879	107064180	1301
ENSSSCG00000035747	107304385	107340012	35627
ENSSSCG00000026939	56879221	56906710	27489
ENSSSCG00000025022	56903505	56956156	52651
ENSSSCG00000040434	56959110	57005310	46200
ENSSSCG00000031399	57143229	57178653	35424
ENSSSCG00000040009	57171802	57172952	1150
ENSSSCG00000020750	57201379	57201828	449
ENSSSCG00000032237	57238904	57239200	296
ENSSSCG00000008661	57247624	57248494	870
ENSSSCG00000036224	57262468	57321337	58869
ENSSSCG00000008207	57355975	57386939	30964
ENSSSCG00000008208	57423943	57506245	82302
ENSSSCG00000008209	57524030	57528514	4484
ENSSSCG00000007713	10960069	10973081	13012
ENSSSCG00000046068	11088657	11092001	3344
ENSSSCG00000025565	28197028	28258066	61038
ENSSSCG00000007873	28261214	28356706	95492
ENSSSCG00000007874	28360873	28473456	112583
ENSSSCG00000037654	28371952	28372010	58
ENSSSCG00000037673	28573393	28612217	38824
ENSSSCG00000049172	28578584	28581349	2765
ENSSSCG00000007878	28612269	28802504	190235
ENSSSCG00000040412	28815796	28817747	1951
ENSSSCG00000025106	57799026	57823440	24414
ENSSSCG00000008215	57867250	57918568	51318
ENSSSCG00000023294	57928261	57946290	18029
ENSSSCG00000008213	57968383	57986441	18058
ENSSSCG00000008217	57998891	58029760	30869
ENSSSCG00000044779	57229214	57229513	299
ENSSSCG00000045267	57387087	57401086	13999
ENSSSCG00000036354	57586485	57590344	3859
ENSSSCG00000027135	111748105	111770901	22796
ENSSSCG00000038626	111771239	111774925	3686
ENSSSCG00000025363	111774843	111781474	6631
ENSSSCG00000023140	111781648	111786372	4724
ENSSSCG00000037201	111821690	111833928	12238
ENSSSCG00000039557	111834181	111852744	18563
ENSSSCG00000043825	111853664	111857677	4013
ENSSSCG00000021534	111870681	111879324	8643
ENSSSCG00000028978	111887020	111914492	27472
ENSSSCG00000022058	111914708	111919946	5238
ENSSSCG00000008550	111922848	111930940	8092
ENSSSCG00000027409	111976845	111983790	6945
ENSSSCG00000008552	111989375	111990744	1369
ENSSSCG00000008553	111992391	111996559	4168
ENSSSCG00000008554	111996142	112002132	5990
ENSSSCG00000008555	112006628	112020208	13580
ENSSSCG00000008556	112021108	112031620	10512
ENSSSCG00000008557	112031917	112046429	14512
ENSSSCG00000008558	112047290	112066977	19687
ENSSSCG00000008559	112069933	112080682	10749
ENSSSCG00000029185	112084469	112136061	51592
ENSSSCG00000023378	4555440	4568791	13351
ENSSSCG00000036192	4610700	4626896	16196
ENSSSCG00000039719	4628385	4643691	15306
ENSSSCG00000031432	4716646	4735300	18654
ENSSSCG00000027288	4741747	4779557	37810
ENSSSCG00000035090	4781780	4803543	21763
ENSSSCG00000047832	4826221	4828540	2319
ENSSSCG00000038518	6790314	6819644	29330
ENSSSCG00000033377	6977215	6996022	18807
ENSSSCG00000000146	7002735	7143095	140360
ENSSSCG00000040479	7125936	7180623	54687
ENSSSCG00000029168	7180740	7228413	47673
ENSSSCG00000025321	18042000	18047536	5536
ENSSSCG00000021285	4158450	4329378	170928
ENSSSCG00000031365	4391504	4409570	18066
ENSSSCG00000008668	4422784	4439945	17161
ENSSSCG00000032257	4444086	4448742	4656
ENSSSCG00000034517	4455021	4470742	15721
ENSSSCG00000008665	4516510	4518684	2174
ENSSSCG00000034768	4900570	5002194	101624
ENSSSCG00000032705	5006241	5048282	42041
ENSSSCG00000007592	5075054	5113622	38568
ENSSSCG00000007593	5097970	5102141	4171
ENSSSCG00000024245	5109618	5117958	8340
ENSSSCG00000007590	5118018	5145628	27610
ENSSSCG00000007589	5146479	5199273	52794
ENSSSCG00000025940	5200716	5228571	27855
ENSSSCG00000007596	5239883	5244736	4853
ENSSSCG00000037070	4667916	4700037	32121
ENSSSCG00000008651	131095460	131194949	99489
ENSSSCG00000008650	131195721	131213878	18157
ENSSSCG00000025629	131226956	131254553	27597
ENSSSCG00000031088	131258722	131263256	4534
ENSSSCG00000025305	131268926	131281930	13004
ENSSSCG00000029161	131295257	131304309	9052
ENSSSCG00000024665	131307208	131357994	50786
ENSSSCG00000028755	131360883	131435579	74696
ENSSSCG00000032798	111793754	111820506	26752
ENSSSCG00000033511	112155903	112156352	449
ENSSSCG00000008560	112156676	112252968	96292
ENSSSCG00000038543	112263915	112272621	8706
ENSSSCG00000008562	112280661	112296865	16204
ENSSSCG00000048033	112308452	112318450	9998
ENSSSCG00000008563	112322446	112359212	36766
ENSSSCG00000008564	112406908	112457138	50230
ENSSSCG00000008565	112458916	112474437	15521
ENSSSCG00000022357	112562785	112563497	712
ENSSSCG00000007743	16812404	16819124	6720
ENSSSCG00000007744	16822043	16834329	12286
ENSSSCG00000007745	16830922	16843584	12662
ENSSSCG00000020808	16843804	16858819	15015
ENSSSCG00000007748	16877923	16907952	30029
ENSSSCG00000036659	16892649	16941763	49114
ENSSSCG00000007749	16946029	16950792	4763
ENSSSCG00000029029	16958562	16983693	25131
ENSSSCG00000007751	16991002	17026949	35947
ENSSSCG00000036685	17033595	17034626	1031
ENSSSCG00000037878	17059333	17065749	6416
ENSSSCG00000007753	17065818	17082625	16807
ENSSSCG00000024058	17081141	17089568	8427
ENSSSCG00000035952	17090116	17099020	8904
ENSSSCG00000025245	17100618	17109054	8436
ENSSSCG00000036789	17133476	17135104	1628
ENSSSCG00000007757	17284431	17306738	22307
ENSSSCG00000040811	17306099	17307786	1687
ENSSSCG00000030798	17314332	17326637	12305
ENSSSCG00000007760	17345892	17354665	8773
ENSSSCG00000038600	17357802	17362220	4418
ENSSSCG00000031247	17362267	17373110	10843
ENSSSCG00000007763	17375354	17380880	5526
ENSSSCG00000007765	17391219	17396885	5666
ENSSSCG00000026817	17398467	17404230	5763
ENSSSCG00000007767	17406273	17416795	10522
ENSSSCG00000007768	17416842	17431053	14211
ENSSSCG00000021238	17439581	17459516	19935
ENSSSCG00000032369	17459630	17463386	3756
ENSSSCG00000007782	17463775	17488594	24819
ENSSSCG00000007770	17490528	17497063	6535
ENSSSCG00000028186	17497488	17521445	23957
ENSSSCG00000007773	17535383	17538839	3456
ENSSSCG00000007774	17539941	17544396	4455
ENSSSCG00000007776	17547582	17551853	4271
ENSSSCG00000007754	17204610	17268018	63408
ENSSSCG00000008081	43284464	43288281	3817
ENSSSCG00000021704	43321476	43418784	97308
ENSSSCG00000032834	43504685	43558908	54223
ENSSSCG00000008090	43718368	43731121	12753
ENSSSCG00000008096	44085397	44148494	63097
ENSSSCG00000008099	44161310	44184683	23373
ENSSSCG00000008101	44214000	44266921	52921
ENSSSCG00000042065	44275795	44276240	445
ENSSSCG00000026954	44279435	44327730	48295
ENSSSCG00000007735	16308120	16376592	68472
ENSSSCG00000049181	16348029	16356168	8139
ENSSSCG00000040985	16385006	16393841	8835
ENSSSCG00000007737	16407609	16585485	177876
ENSSSCG00000019976	16570911	16571023	112
ENSSSCG00000032119	16584311	16622069	37758
ENSSSCG00000007738	16637481	16646867	9386
ENSSSCG00000007739	16671389	16689203	17814
ENSSSCG00000028513	16688898	16764251	75353
ENSSSCG00000033141	16847805	16847946	141
ENSSSCG00000018553	16854490	16854624	134
ENSSSCG00000049720	17431141	17439154	8013
ENSSSCG00000020183	43262165	43262295	130
ENSSSCG00000048074	43461941	43468482	6541
ENSSSCG00000018520	43466027	43466133	106
ENSSSCG00000019364	43468501	43468596	95
ENSSSCG00000039214	43670106	43677123	7017
ENSSSCG00000051586	43860676	43876257	15581
ENSSSCG00000050566	43915841	43928072	12231
ENSSSCG00000051503	43939051	43943013	3962
ENSSSCG00000037890	4586809	4592440	5631
ENSSSCG00000006173	61577112	61596049	18937
ENSSSCG00000006172	61114497	61142811	28314
ENSSSCG00000006171	60948335	60998368	50033
ENSSSCG00000035887	66275904	66636960	361056
ENSSSCG00000012120	14335841	14336916	1075
ENSSSCG00000050048	66294612	66297882	3270
ENSSSCG00000038500	14289751	14297663	7912
ENSSSCG00000050559	66320492	66325765	5273
ENSSSCG00000006174	61628299	61716544	88245
ENSSSCG00000006175	61926064	61950697	24633
ENSSSCG00000005961	10648281	10665189	16908
ENSSSCG00000021628	61958605	61966024	7419
ENSSSCG00000006176	61971426	61990151	18725
ENSSSCG00000005962	10724754	10744226	19472
ENSSSCG00000006177	62014059	62098400	84341
ENSSSCG00000006179	62139464	62455499	316035
ENSSSCG00000006089	40297879	40376076	78197
ENSSSCG00000006090	40376187	40399609	23422
ENSSSCG00000005987	16214899	16287784	72885
ENSSSCG00000006132	48556967	48862985	306018
ENSSSCG00000006115	44599760	44743418	143658
ENSSSCG00000036161	49403429	49970329	566900
ENSSSCG00000006116	45448889	45637389	188500
ENSSSCG00000006183	62756342	62791609	35267
ENSSSCG00000021586	16374902	16553002	178100
ENSSSCG00000006184	62797000	62831454	34454
ENSSSCG00000006185	62879266	63307794	428528
ENSSSCG00000028759	10179758	10451929	272171
ENSSSCG00000006186	63508104	63558484	50380
ENSSSCG00000006187	63709795	63713140	3345
ENSSSCG00000040728	63970807	64328105	357298
ENSSSCG00000005959	10476132	10645273	169141
ENSSSCG00000005965	12455122	12461078	5956
ENSSSCG00000005967	13445309	13451322	6013
ENSSSCG00000006138	50694189	50749378	55189
ENSSSCG00000022935	50614313	50643341	29028
ENSSSCG00000006003	19593536	19617671	24135
ENSSSCG00000029324	19692830	19744135	51305
ENSSSCG00000006199	66715237	66996044	280807
ENSSSCG00000006141	51227485	51237844	10359
ENSSSCG00000039660	45673084	45772325	99241
ENSSSCG00000027762	19850350	19879125	28775
ENSSSCG00000006200	67158318	67411593	253275
ENSSSCG00000006120	45772333	45793338	21005
ENSSSCG00000006153	55275205	55282908	7703
ENSSSCG00000005992	17655948	17675586	19638
ENSSSCG00000006201	67465529	67613611	148082
ENSSSCG00000005994	18288843	18526215	237372
ENSSSCG00000005995	18532041	18608602	76561
ENSSSCG00000006168	59252337	59270116	17779
ENSSSCG00000006121	45826326	45892417	66091
ENSSSCG00000040562	45923487	45984595	61108
ENSSSCG00000045839	59759342	59765819	6477
ENSSSCG00000051469	18565005	18568989	3984
ENSSSCG00000006159	56859663	56863788	4125
ENSSSCG00000031424	45982106	46239654	257548
ENSSSCG00000005996	18608883	18671517	62634
ENSSSCG00000034242	60505385	60595789	90404
ENSSSCG00000040180	46340449	46365963	25514
ENSSSCG00000006125	46701045	46725197	24152
ENSSSCG00000040770	51302406	51353126	50720
ENSSSCG00000033669	62569885	62601439	31554
ENSSSCG00000005997	18690198	18924971	234773
ENSSSCG00000006126	46731360	46767422	36062
ENSSSCG00000032111	62601569	62605892	4323
ENSSSCG00000006140	51193756	51211259	17503
ENSSSCG00000032228	62615436	62641728	26292
ENSSSCG00000006127	46787691	46874603	86912
ENSSSCG00000006202	67613660	67738877	125217
ENSSSCG00000006156	56471897	56603617	131720
ENSSSCG00000021184	46886968	46912255	25287
ENSSSCG00000024096	47027098	47074704	47606
ENSSSCG00000006134	50112927	50263222	150295
ENSSSCG00000049630	18976743	19180117	203374
ENSSSCG00000006135	50276426	50345366	68940
ENSSSCG00000047247	19161226	19178568	17342
ENSSSCG00000006001	19319810	19433488	113678
ENSSSCG00000006160	56952978	57006462	53484
ENSSSCG00000006136	50344909	50389085	44176
ENSSSCG00000048309	57606344	57610270	3926
ENSSSCG00000006161	57684796	57744709	59913
ENSSSCG00000006137	50388464	50503253	114789
ENSSSCG00000046388	50475274	50475975	701
ENSSSCG00000034943	40472935	40490033	17098
ENSSSCG00000006002	19505701	19514406	8705
ENSSSCG00000005928	2282120	2343887	61767
ENSSSCG00000034398	41373740	41394680	20940
ENSSSCG00000039549	41511342	41535012	23670
ENSSSCG00000006093	41621174	41655792	34618
ENSSSCG00000037755	14358651	14598077	239426
ENSSSCG00000006151	54801394	54837981	36587
ENSSSCG00000034321	41747654	41766685	19031
ENSSSCG00000036569	2345118	2364672	19554
ENSSSCG00000006095	41804377	41821874	17497
ENSSSCG00000005969	14598150	14668313	70163
ENSSSCG00000006096	41821768	41878690	56922
ENSSSCG00000025980	54859930	54895192	35262
ENSSSCG00000024780	54908885	54934491	25606
ENSSSCG00000021284	2404291	2408812	4521
ENSSSCG00000044629	2269096	2273896	4800
ENSSSCG00000006098	41925405	41985806	60401
ENSSSCG00000005938	4069076	4313195	244119
ENSSSCG00000006169	59387007	59575073	188066
ENSSSCG00000006099	41993948	42061236	67288
ENSSSCG00000005939	4373953	4658013	284060
ENSSSCG00000005970	14669791	14700126	30335
ENSSSCG00000037048	59450430	59451733	1303
ENSSSCG00000005971	14715979	14724906	8927
ENSSSCG00000005941	6282076	6446389	164313
ENSSSCG00000033791	54935860	54984238	48378
ENSSSCG00000005975	14933331	15103253	169922
ENSSSCG00000006100	42162618	42253172	90554
ENSSSCG00000005944	8014446	8069335	54889
ENSSSCG00000024290	42266605	42369447	102842
ENSSSCG00000040681	55096404	55101896	5492
ENSSSCG00000005976	15105305	15113550	8245
ENSSSCG00000005946	8079755	8110700	30945
ENSSSCG00000033728	55116164	55120760	4596
ENSSSCG00000006105	42458466	42471929	13463
ENSSSCG00000006106	42515276	42597772	82496
ENSSSCG00000030603	15113312	15159498	46186
ENSSSCG00000036441	55135340	55141624	6284
ENSSSCG00000024412	15154331	15197511	43180
ENSSSCG00000006107	42764441	42777904	13463
ENSSSCG00000022257	8995352	9014846	19494
ENSSSCG00000040731	15263745	15352225	88480
ENSSSCG00000006143	51408184	51468973	60789
ENSSSCG00000005954	9018994	9053372	34378
ENSSSCG00000033333	15435063	15610320	175257
ENSSSCG00000006108	42879140	42931121	51981
ENSSSCG00000005955	9053086	9137265	84179
ENSSSCG00000006203	67739251	67758150	18899
ENSSSCG00000024424	15640290	15681826	41536
ENSSSCG00000006145	51478050	51512718	34668
ENSSSCG00000005979	15707607	15766629	59022
ENSSSCG00000006204	67772806	67816230	43424
ENSSSCG00000006146	51525047	51570425	45378
ENSSSCG00000006110	42946778	42958842	12064
ENSSSCG00000049935	67816938	67825294	8356
ENSSSCG00000006205	67869003	67892457	23454
ENSSSCG00000037963	42980616	42985459	4843
ENSSSCG00000035521	15792997	15801464	8467
ENSSSCG00000037733	43707907	43793407	85500
ENSSSCG00000006206	67899261	68031457	132196
ENSSSCG00000006147	51590298	51606440	16142
ENSSSCG00000005981	15895689	15930931	35242
ENSSSCG00000046234	44237518	44242404	4886
ENSSSCG00000006209	68073447	68110621	37174
ENSSSCG00000049545	40867695	40872097	4402
ENSSSCG00000027872	68119865	68159509	39644
ENSSSCG00000042758	47225712	47226087	375
ENSSSCG00000006148	51615346	51628902	13556
ENSSSCG00000023848	68202216	68224811	22595
ENSSSCG00000051130	41767410	41772396	4986
ENSSSCG00000042179	41922272	41925225	2953
ENSSSCG00000045217	42720937	42724608	3671
ENSSSCG00000050235	42785370	42813895	28525
ENSSSCG00000050241	42802190	42813901	11711
ENSSSCG00000006213	68250646	68285405	34759
ENSSSCG00000005982	15978766	15998799	20033
ENSSSCG00000006149	51785380	52558442	773062
ENSSSCG00000038647	45053021	45209077	156056
ENSSSCG00000005983	16012561	16082638	70077
ENSSSCG00000051779	46368596	46374932	6336
ENSSSCG00000006215	68484053	68486121	2068
ENSSSCG00000021744	16137193	16158255	21062
ENSSSCG00000006216	68487120	68530889	43769
ENSSSCG00000019338	41630511	41630645	134
ENSSSCG00000019800	42136153	42136273	120
ENSSSCG00000005986	16169708	16184941	15233
ENSSSCG00000006217	68557670	68641134	83464
ENSSSCG00000013683	18228938	18229405	467
ENSSSCG00000006218	68779540	68896577	117037
ENSSSCG00000049444	18284592	18290303	5711
ENSSSCG00000040208	55506069	55616111	110042
ENSSSCG00000005984	16119333	16121951	2618
ENSSSCG00000035826	68814820	68815674	854
ENSSSCG00000006219	68902857	68969615	66758
ENSSSCG00000047619	10803985	11191357	387372
ENSSSCG00000022989	55739149	56003068	263919
ENSSSCG00000006220	68983069	69016081	33012
ENSSSCG00000051417	12055762	12059856	4094
ENSSSCG00000022092	69616049	69806496	190447
ENSSSCG00000050230	12184939	12195372	10433
ENSSSCG00000006155	56136033	56175296	39263
ENSSSCG00000006214	68285803	68288195	2392
ENSSSCG00000043466	61719666	61721848	2182
ENSSSCG00000046722	16354345	16357630	3285
ENSSSCG00000005943	7896554	7909505	12951
ENSSSCG00000050604	68069405	68073062	3657
ENSSSCG00000048085	16553019	16560447	7428
ENSSSCG00000042827	69183628	69404094	220466
ENSSSCG00000049754	69228436	69233050	4614
ENSSSCG00000005948	8158396	8382435	224039
ENSSSCG00000006162	57761256	57819853	58597
ENSSSCG00000039702	70518241	70531412	13171
ENSSSCG00000047133	17583411	17584669	1258
ENSSSCG00000044016	68037477	68073064	35587
ENSSSCG00000045879	69426802	69616011	189209
ENSSSCG00000018868	67847352	67847440	88
ENSSSCG00000005949	8189232	8247388	58156
ENSSSCG00000046151	12184935	12409055	224120
ENSSSCG00000050281	12817346	12828282	10936
ENSSSCG00000049968	19998304	20143581	145277
ENSSSCG00000036495	57847040	57847396	356
ENSSSCG00000005950	8394897	8468297	73400
ENSSSCG00000006163	57872116	57977574	105458
ENSSSCG00000006000	19180320	19267071	86751
ENSSSCG00000048552	57153831	57157624	3793
ENSSSCG00000044703	56833170	56840332	7162
ENSSSCG00000051708	60161946	60164344	2398
ENSSSCG00000041325	60166426	60169856	3430
ENSSSCG00000005951	8486002	8516295	30293
ENSSSCG00000046309	56117897	56119589	1692
ENSSSCG00000045252	57242899	57515889	272990
ENSSSCG00000005952	8532739	8608582	75843
ENSSSCG00000050145	56728636	56814362	85726
ENSSSCG00000005953	8669121	8970342	301221
ENSSSCG00000031717	9645659	9866550	220891
ENSSSCG00000034277	51211583	51211660	77
ENSSSCG00000005880	46026	61565	15539
ENSSSCG00000036160	66932	84170	17238
ENSSSCG00000034031	87577	109180	21603
ENSSSCG00000005893	122226	134917	12691
ENSSSCG00000029830	136107	138652	2545
ENSSSCG00000005890	159303	169566	10263
ENSSSCG00000035123	178093	181190	3097
ENSSSCG00000022161	186673	193130	6457
ENSSSCG00000005894	206188	273644	67456
ENSSSCG00000005895	275917	278459	2542
ENSSSCG00000005896	277626	282584	4958
ENSSSCG00000030451	279764	287062	7298
ENSSSCG00000025736	287214	293913	6699
ENSSSCG00000005930	2472259	2518885	46626
ENSSSCG00000030831	2530649	2578098	47449
ENSSSCG00000038397	2656614	2896054	239440
ENSSSCG00000005899	293708	295789	2081
ENSSSCG00000005901	297751	320039	22288
ENSSSCG00000005902	322838	324481	1643
ENSSSCG00000026924	324626	331917	7291
ENSSSCG00000027076	335301	346534	11233
ENSSSCG00000005935	2919511	3015334	95823
ENSSSCG00000005933	3025928	3028725	2797
ENSSSCG00000005934	3065234	3533669	468435
ENSSSCG00000045313	3486277	3488914	2637
ENSSSCG00000033397	3561939	3641315	79376
ENSSSCG00000025116	350060	362167	12107
ENSSSCG00000005904	362912	370588	7676
ENSSSCG00000005905	372660	378516	5856
ENSSSCG00000046182	392540	393728	1188
ENSSSCG00000005907	393728	410559	16831
ENSSSCG00000005908	421474	424384	2910
ENSSSCG00000005909	424508	427799	3291
ENSSSCG00000005910	428535	431282	2747
ENSSSCG00000025879	443311	447677	4366
ENSSSCG00000005918	452662	466684	14022
ENSSSCG00000005917	463393	486473	23080
ENSSSCG00000005920	475426	507138	31712
ENSSSCG00000034551	500526	503193	2667
ENSSSCG00000006879	120961381	121041802	80421
ENSSSCG00000005924	507228	577132	69904
ENSSSCG00000026590	581758	585035	3277
ENSSSCG00000030947	7016774	7174985	158211
ENSSSCG00000005916	588758	597695	8937
ENSSSCG00000034462	596108	596860	752
ENSSSCG00000005915	597472	600447	2975
ENSSSCG00000005914	600698	605701	5003
ENSSSCG00000031918	606516	608996	2480
ENSSSCG00000005912	614601	618241	3640
ENSSSCG00000006950	130765354	130826630	61276
ENSSSCG00000005925	618990	621342	2352
ENSSSCG00000005911	629870	639406	9536
ENSSSCG00000023745	130838291	130865904	27613
ENSSSCG00000005922	639051	641857	2806
ENSSSCG00000005923	643094	664649	21555
ENSSSCG00000032796	682835	686116	3281
ENSSSCG00000039094	689034	753696	64662
ENSSSCG00000040735	130579729	130617531	37802
ENSSSCG00000025691	130645216	130657995	12779
ENSSSCG00000026772	130659924	130662089	2165
ENSSSCG00000006947	130702424	130749734	47310
ENSSSCG00000038025	800063	807174	7111
ENSSSCG00000038800	812131	824318	12187
ENSSSCG00000038253	126679581	126717815	38234
ENSSSCG00000039466	825062	852664	27602
ENSSSCG00000038417	126766211	126874275	108064
ENSSSCG00000006881	121436052	121437334	1282
ENSSSCG00000006917	126957105	127037216	80111
ENSSSCG00000047388	122115702	122116084	382
ENSSSCG00000047605	128894115	128943092	48977
ENSSSCG00000036509	122187952	122203115	15163
ENSSSCG00000037101	127071057	127081071	10014
ENSSSCG00000022032	129104606	129258377	153771
ENSSSCG00000030125	129258944	129287720	28776
ENSSSCG00000030801	127223771	127262995	39224
ENSSSCG00000034987	852250	866201	13951
ENSSSCG00000039854	122232593	122365705	133112
ENSSSCG00000006885	122343405	122459119	115714
ENSSSCG00000006930	129357552	129395583	38031
ENSSSCG00000006887	122504433	122528348	23915
ENSSSCG00000006933	129620874	129655385	34511
ENSSSCG00000006888	122517468	122621503	104035
ENSSSCG00000040767	6884861	6887972	3111
ENSSSCG00000045339	6889363	6892562	3199
ENSSSCG00000046806	773470	779887	6417
ENSSSCG00000047210	2635384	2639992	4608
ENSSSCG00000051090	3015820	3022180	6360
ENSSSCG00000041166	3028922	3032917	3995
ENSSSCG00000049098	3029745	3033647	3902
ENSSSCG00000048702	6903895	6980870	76975
ENSSSCG00000047280	6975003	6977972	2969
ENSSSCG00000048678	7008410	7014010	5600
ENSSSCG00000046642	7682910	7770660	87750
ENSSSCG00000046736	7767223	7769434	2211
ENSSSCG00000044028	7789406	7796013	6607
ENSSSCG00000006923	127379740	127408699	28959
ENSSSCG00000050353	8623620	8640620	17000
ENSSSCG00000040582	432846	441600	8754
ENSSSCG00000042798	6952833	6960847	8014
ENSSSCG00000047438	6983256	6990421	7165
ENSSSCG00000006932	129559222	129598824	39602
ENSSSCG00000024973	127425200	127442127	16927
ENSSSCG00000006935	129670638	129704846	34208
ENSSSCG00000006936	129721291	129758495	37204
ENSSSCG00000006925	127451516	127507759	56243
ENSSSCG00000031738	129905327	130242358	337031
ENSSSCG00000006939	130298280	130386955	88675
ENSSSCG00000006926	127522870	127561135	38265
ENSSSCG00000006940	130392407	130395150	2743
ENSSSCG00000006927	127573703	127709942	136239
ENSSSCG00000028310	123815461	123835825	20364
ENSSSCG00000006897	123902188	124009538	107350
ENSSSCG00000040439	124009816	124030773	20957
ENSSSCG00000006898	124050093	124124438	74345
ENSSSCG00000006900	124229560	124359195	129635
ENSSSCG00000006899	124358594	124367645	9051
ENSSSCG00000006901	124395315	124600581	205266
ENSSSCG00000006902	124621261	124629638	8377
ENSSSCG00000006903	124690317	124773887	83570
ENSSSCG00000006904	124773980	124813335	39355
ENSSSCG00000042806	124812631	124833375	20744
ENSSSCG00000035196	124859279	124950271	90992
ENSSSCG00000032057	124960189	124992749	32560
ENSSSCG00000023654	125004494	125060392	55898
ENSSSCG00000006911	125110072	125316796	206724
ENSSSCG00000027251	125432772	125459288	26516
ENSSSCG00000006912	125522334	125606882	84548
ENSSSCG00000022534	125741711	125856185	114474
ENSSSCG00000006914	126029437	126036210	6773
ENSSSCG00000041892	129883560	129892775	9215
ENSSSCG00000042787	130692004	130701677	9673
ENSSSCG00000050796	124629769	124636423	6654
ENSSSCG00000051442	125873395	125878605	5210
ENSSSCG00000049063	127742349	127760675	18326
