Gene	start	end	length
ENSDARG00000094324	30669662	30704075	34413
ENSDARG00000101178	23874062	23970173	96111
ENSDARG00000074071	16765791	16775249	9458
ENSDARG00000104919	11430796	11438060	7264
ENSDARG00000009209	31618982	31647900	28918
ENSDARG00000075014	16765992	16771405	5413
ENSDARG00000010553	31615577	31619408	3831
ENSDARG00000003213	46118834	46155077	36243
ENSDARG00000102499	31633146	31635433	2287
ENSDARG00000095339	6628863	6727717	98854
ENSDARG00000030775	9033315	9056067	22752
ENSDARG00000074285	33859695	33872616	12921
ENSDARG00000087538	23970818	23999566	28748
ENSDARG00000090788	41361858	41388233	26375
ENSDARG00000087909	23999568	24001825	2257
ENSDARG00000052739	36279826	36325558	45732
ENSDARG00000105109	3571256	3576820	5564
ENSDARG00000053166	32951842	32959851	8009
ENSDARG00000016058	30713736	30724165	10429
ENSDARG00000036292	32961718	32965169	3451
ENSDARG00000077169	11450498	11456724	6226
ENSDARG00000019353	25937948	25956860	18912
ENSDARG00000038270	3717745	3944017	226272
ENSDARG00000100834	33875058	33898589	23531
ENSDARG00000093493	33892300	33894915	2615
ENSDARG00000010625	33882973	33892311	9338
ENSDARG00000100249	6928500	6931889	3389
ENSDARG00000089372	6933400	6943934	10534
ENSDARG00000043359	49220026	49245819	25793
ENSDARG00000052290	46177524	46189621	12097
ENSDARG00000057055	21671107	21678917	7810
ENSDARG00000077912	41406321	41439491	33170
ENSDARG00000057026	21685537	21693914	8377
ENSDARG00000058206	11457500	11461002	3502
ENSDARG00000061543	30730749	30734935	4186
ENSDARG00000040478	3944826	3961332	16506
ENSDARG00000041619	6946482	6953765	7283
ENSDARG00000099956	21684475	21685568	1093
ENSDARG00000099545	3960541	4044545	84004
ENSDARG00000052609	9056071	9066756	10685
ENSDARG00000026616	46190807	46198373	7566
ENSDARG00000041617	6954579	6961746	7167
ENSDARG00000073820	11504504	11507426	2922
ENSDARG00000105377	24033718	24034698	980
ENSDARG00000105215	32983769	33044955	61186
ENSDARG00000071640	24042760	24043851	1091
ENSDARG00000036383	33898976	33936524	37548
ENSDARG00000015355	30739476	30747686	8210
ENSDARG00000015759	41469478	41478392	8914
ENSDARG00000105348	24092094	24095429	3335
ENSDARG00000088612	11509638	11529311	19673
ENSDARG00000056691	24096588	24111292	14704
ENSDARG00000071498	31651533	31668498	16965
ENSDARG00000018145	41466368	41469036	2668
ENSDARG00000055463	36328425	36345175	16750
ENSDARG00000105142	16777308	16810489	33181
ENSDARG00000104651	24080077	24081929	1852
ENSDARG00000055455	36348549	36378494	29945
ENSDARG00000040469	4047215	4076480	29265
ENSDARG00000013335	49251331	49360686	109355
ENSDARG00000087693	25982962	25985762	2800
ENSDARG00000075618	25986895	26067872	80977
ENSDARG00000105134	33939213	33945799	6586
ENSDARG00000104486	33048519	33050080	1561
ENSDARG00000078995	33049579	33068736	19157
ENSDARG00000074865	11762991	11967832	204841
ENSDARG00000060007	49264184	49286773	22589
ENSDARG00000007960	6962271	6968589	6318
ENSDARG00000001880	21699129	21751346	52217
ENSDARG00000021392	41490262	41515188	24926
ENSDARG00000105392	33955807	33960682	4875
ENSDARG00000019636	30753666	30759503	5837
ENSDARG00000012057	26075799	26094172	18373
ENSDARG00000056018	41528635	41600040	71405
ENSDARG00000061548	30762131	30770940	8809
ENSDARG00000038508	41518257	41530140	11883
ENSDARG00000036125	41576849	41581315	4466
ENSDARG00000087094	33973146	33981544	8398
ENSDARG00000103774	16813816	17027395	213579
ENSDARG00000105337	41587813	41588865	1052
ENSDARG00000015653	49376011	49432800	56789
ENSDARG00000052556	41600340	41678749	78409
ENSDARG00000071868	11975344	12020653	45309
ENSDARG00000078133	21754521	21782227	27706
ENSDARG00000025577	12020936	12051654	30718
ENSDARG00000036189	36393854	36397876	4022
ENSDARG00000036375	33982007	34044452	62445
ENSDARG00000097938	36398282	36412506	14224
ENSDARG00000018923	26103330	26177156	73826
ENSDARG00000101321	26164878	26172276	7398
ENSDARG00000098140	21783229	21816706	33477
ENSDARG00000043342	49439887	49460409	20522
ENSDARG00000004889	36428441	36437249	8808
ENSDARG00000020079	36414856	36428437	13581
ENSDARG00000041607	6972868	6987649	14781
ENSDARG00000020417	26363537	26377044	13507
ENSDARG00000023988	49462855	49490735	27880
ENSDARG00000035101	17029813	17038117	8304
ENSDARG00000099539	17040484	17048266	7782
ENSDARG00000091029	17064126	17072736	8610
ENSDARG00000040881	6991142	7014588	23446
ENSDARG00000099767	14806692	14828486	21794
ENSDARG00000076796	33070284	33177997	107713
ENSDARG00000103278	17087349	17097142	9793
ENSDARG00000105261	49811926	49859823	47897
ENSDARG00000016318	34064249	34065937	1688
ENSDARG00000075048	34068075	34092744	24669
ENSDARG00000017565	34045284	34074510	29226
ENSDARG00000041257	17108003	17121713	13710
ENSDARG00000087599	36454087	36725348	271261
ENSDARG00000099749	49865082	49896795	31713
ENSDARG00000052855	36752033	36763302	11269
ENSDARG00000071429	36738063	36750593	12530
ENSDARG00000098158	52323322	52354463	31141
ENSDARG00000057949	17125428	17162558	37130
ENSDARG00000102463	52356897	52366962	10065
ENSDARG00000037495	17197132	17200874	3742
ENSDARG00000100366	14836468	14838541	2073
ENSDARG00000098783	52377557	52408817	31260
ENSDARG00000102934	52408619	52418174	9555
ENSDARG00000104138	52369262	52379718	10456
ENSDARG00000021352	34125855	34276574	150719
ENSDARG00000103615	33195619	33218418	22799
ENSDARG00000089767	36765612	36863432	97820
ENSDARG00000079399	36869273	36878988	9715
ENSDARG00000092970	34486629	34488993	2364
ENSDARG00000076090	17230283	17306261	75978
ENSDARG00000052910	34490445	34494899	4454
ENSDARG00000105311	34490445	34497724	7279
ENSDARG00000078507	34495216	34497724	2508
ENSDARG00000078685	7016934	7045009	28075
ENSDARG00000075121	7048930	7051940	3010
ENSDARG00000100596	7120620	7128980	8360
ENSDARG00000037628	7129816	7141550	11734
ENSDARG00000063095	7140997	7164646	23649
ENSDARG00000078572	7168447	7245971	77524
ENSDARG00000109337	5117072	5119497	2425
ENSDARG00000104348	567216	572742	5526
ENSDARG00000052368	51023954	51039702	15748
ENSDARG00000021566	49602	58161	8559
ENSDARG00000037640	240487	246342	5855
ENSDARG00000091321	146857	152309	5452
ENSDARG00000104217	109016	111833	2817
ENSDARG00000115599	41066998	41067114	116
ENSDARG00000099034	51164056	51619388	455332
ENSDARG00000103854	51056605	51139378	82773
ENSDARG00000115495	11634865	11635080	215
ENSDARG00000079469	1719367	1764669	45302
ENSDARG00000032929	46313135	46321016	7881
ENSDARG00000098660	52573476	52583021	9545
ENSDARG00000102111	26909	30050	3141
ENSDARG00000052374	50994138	51014292	20154
ENSDARG00000098507	32964	34751	1787
ENSDARG00000034871	28281744	28385565	103821
ENSDARG00000016112	1351214	1366544	15330
ENSDARG00000104133	30740988	30741116	128
ENSDARG00000101582	28128158	28128278	120
ENSDARG00000104408	1402558	1432954	30396
ENSDARG00000114807	11614550	11614765	215
ENSDARG00000043627	1365097	1392173	27076
ENSDARG00000041215	1348065	1355544	7479
ENSDARG00000107707	10816297	10816413	116
ENSDARG00000075467	45200278	45206999	6721
ENSDARG00000113737	4478416	4556911	78495
ENSDARG00000114803	1644798	1646360	1562
ENSDARG00000089055	683947	689841	5894
ENSDARG00000052371	51015205	51018162	2957
ENSDARG00000102120	14837073	14837270	197
ENSDARG00000105285	353099	451555	98456
ENSDARG00000081375	31521930	31522007	77
ENSDARG00000068586	50839282	50892442	53160
ENSDARG00000101904	47579542	47579667	125
ENSDARG00000080037	3757655	3757772	117
ENSDARG00000037639	212867	215051	2184
ENSDARG00000088287	45468955	45469031	76
ENSDARG00000111091	26247319	26268773	21454
ENSDARG00000110744	2243	3715	1472
ENSDARG00000103523	555674	565384	9710
ENSDARG00000098788	1887677	2032753	145076
ENSDARG00000112214	40542910	40543026	116
ENSDARG00000067847	1303930	1313480	9550
ENSDARG00000082778	31467376	31467460	84
ENSDARG00000081843	6186714	6186833	119
ENSDARG00000089505	220639	238931	18292
ENSDARG00000098565	36938443	36938576	133
ENSDARG00000113299	15484544	15485787	1243
ENSDARG00000101299	1563985	1565317	1332
ENSDARG00000083541	24357400	24357517	117
ENSDARG00000117001	69716	83154	13438
ENSDARG00000114495	45028062	45179545	151483
ENSDARG00000112944	1595725	1635296	39571
ENSDARG00000045666	467104	470505	3401
ENSDARG00000101338	2046786	2050057	3271
ENSDARG00000107444	1687357	1688712	1355
ENSDARG00000098694	1070028	1098607	28579
ENSDARG00000114870	51098036	51115196	17160
ENSDARG00000117200	14992909	14996925	4016
ENSDARG00000107724	48576584	48576700	116
ENSDARG00000102831	49944368	49992709	48341
ENSDARG00000059150	247456	251089	3633
ENSDARG00000100037	2478994	2479918	924
ENSDARG00000041332	46342882	46354499	11617
ENSDARG00000013389	4610439	4682114	71675
ENSDARG00000084543	31540443	31540598	155
ENSDARG00000112630	49754834	49754950	116
ENSDARG00000112835	51273185	51273300	115
ENSDARG00000104789	591216	595474	4258
ENSDARG00000068582	50918769	50975568	56799
ENSDARG00000083171	31860750	31860827	77
ENSDARG00000081745	24562801	24562883	82
ENSDARG00000103290	597532	638655	41123
ENSDARG00000100897	3186485	3268155	81670
ENSDARG00000104806	2549313	2588216	38903
ENSDARG00000114583	42224893	42231293	6400
ENSDARG00000088439	26224541	26227970	3429
ENSDARG00000114067	49683767	49761974	78207
ENSDARG00000011094	46354648	46374870	20222
ENSDARG00000109256	46722493	46722938	445
ENSDARG00000082513	38742313	38742411	98
ENSDARG00000114022	164556	187110	22554
ENSDARG00000116118	10909	12847	1938
ENSDARG00000105210	2589465	2602445	12980
ENSDARG00000101889	100767	100848	81
ENSDARG00000079065	484389	493029	8640
ENSDARG00000106873	49604362	49665640	61278
ENSDARG00000113745	11627338	11627553	215
ENSDARG00000086105	2407736	2407840	104
ENSDARG00000111450	9590540	9673601	83061
ENSDARG00000084548	31533083	31533220	137
ENSDARG00000110728	24075254	24110480	35226
ENSDARG00000082020	33333448	33333581	133
ENSDARG00000089368	1170968	1178359	7391
ENSDARG00000112403	39712697	39716364	3667
ENSDARG00000074684	46157379	46173265	15886
ENSDARG00000085040	52049158	52049274	116
ENSDARG00000109686	50807558	50816901	9343
ENSDARG00000104945	50770537	50804016	33479
ENSDARG00000104869	540157	552036	11879
ENSDARG00000115504	48305439	48348973	43534
ENSDARG00000111653	1274301	1280907	6606
ENSDARG00000109310	3363368	3381303	17935
ENSDARG00000071881	1192314	1200854	8540
ENSDARG00000114649	1658827	1667154	8327
ENSDARG00000114554	3287740	3312722	24982
ENSDARG00000099859	45631180	45631235	55
ENSDARG00000106689	48349487	48349602	115
ENSDARG00000108314	6107039	6107155	116
ENSDARG00000108627	48409215	48409319	104
ENSDARG00000113849	11629833	11630048	215
ENSDARG00000112148	24958280	24958396	116
ENSDARG00000111920	51829317	51855047	25730
ENSDARG00000108739	2502276	2502390	114
ENSDARG00000108038	1524220	1535430	11210
ENSDARG00000110269	39156	41392	2236
ENSDARG00000082652	31859430	31859506	76
ENSDARG00000082506	4304052	4304170	118
ENSDARG00000089181	1240235	1267206	26971
ENSDARG00000101188	45259644	45296171	36527
ENSDARG00000109579	10362077	10400492	38415
ENSDARG00000098864	14909553	14909670	117
ENSDARG00000083100	38743941	38744053	112
ENSDARG00000014139	1203608	1228690	25082
ENSDARG00000113381	29353007	29353123	116
ENSDARG00000082177	31467167	31467260	93
ENSDARG00000110089	2076215	2076718	503
ENSDARG00000109361	2035749	2036604	855
ENSDARG00000107431	26229056	26231918	2862
ENSDARG00000108165	48409093	48409183	90
ENSDARG00000087664	43343468	43343585	117
ENSDARG00000113607	45213093	45242443	29350
ENSDARG00000104291	52520204	52521460	1256
ENSDARG00000116994	1537536	1543834	6298
ENSDARG00000101507	8819064	8890437	71373
ENSDARG00000109807	49086765	49086881	116
ENSDARG00000115882	2095394	2097176	1782
ENSDARG00000113547	50034196	50059783	25587
ENSDARG00000084540	44517029	44517148	119
ENSDARG00000101961	49994501	50028475	33974
ENSDARG00000035763	20351	25513	5162
ENSDARG00000110894	4090432	4102259	11827
ENSDARG00000103985	497695	498979	1284
ENSDARG00000100482	1431077	1454413	23336
ENSDARG00000085696	31860408	31860470	62
ENSDARG00000081303	31466671	31466782	111
ENSDARG00000082428	31467026	31467130	104
ENSDARG00000084075	10678393	10678511	118
ENSDARG00000099181	669982	677801	7819
ENSDARG00000111112	5455707	5455823	116
ENSDARG00000108595	18367834	18367949	115
ENSDARG00000117781	3325867	3359054	33187
ENSDARG00000117765	1816294	1839902	23608
ENSDARG00000117561	3540872	3546759	5887
ENSDARG00000117433	4692749	4707172	14423
ENSDARG00000117567	4952114	5112791	160677
ENSDARG00000117714	5128881	5130914	2033
ENSDARG00000117715	14161512	14163979	2467
ENSDARG00000117475	18850749	18941644	90895
ENSDARG00000117427	19553010	19554957	1947
ENSDARG00000117693	19806641	19811485	4844
ENSDARG00000117281	26272035	26326483	54448
ENSDARG00000117467	34529884	34535102	5218
ENSDARG00000117254	37166528	37418368	251840
ENSDARG00000117492	37417722	37545031	127309
ENSDARG00000117449	37846691	38000779	154088
ENSDARG00000117776	38064232	38119678	55446
ENSDARG00000117821	38235594	38435796	200202
ENSDARG00000117253	38715673	38744637	28964
ENSDARG00000117584	39192439	39216204	23765
ENSDARG00000117417	40123046	40138502	15456
ENSDARG00000117777	43178078	43281665	103587
ENSDARG00000117209	43428851	43530107	101256
ENSDARG00000117214	44613241	44712215	98974
ENSDARG00000117676	48673253	48708073	34820
ENSDARG00000117814	49496163	49603295	107132
ENSDARG00000117376	49931223	49943799	12576
ENSDARG00000117792	50426351	50673644	247293
ENSDARG00000078991	11674764	11679486	4722
ENSDARG00000039365	29925397	29936259	10862
ENSDARG00000077368	269822	280827	11005
ENSDARG00000093448	281214	285151	3937
ENSDARG00000068515	285874	303137	17263
ENSDARG00000030804	6086730	6125334	38604
ENSDARG00000062965	9819194	9830710	11516
ENSDARG00000039123	36868365	36911118	42753
ENSDARG00000056757	11690277	11699530	9253
ENSDARG00000102239	11700107	11704121	4014
ENSDARG00000092640	2851139	2853078	1939
ENSDARG00000077728	23037585	23051766	14181
ENSDARG00000043492	311380	318827	7447
ENSDARG00000092118	2854325	2856272	1947
ENSDARG00000063626	319575	330004	10429
ENSDARG00000005010	44818447	44819254	807
ENSDARG00000014101	40284872	40316367	31495
ENSDARG00000063631	353175	377256	24081
ENSDARG00000093485	2857461	2859411	1950
ENSDARG00000074869	337814	350108	12294
ENSDARG00000098868	2861265	2892011	30746
ENSDARG00000103110	6142124	6144821	2697
ENSDARG00000056801	11828516	11872143	43627
ENSDARG00000035161	3109064	3155244	46180
ENSDARG00000069715	13578552	13581133	2581
ENSDARG00000002332	36958086	36997761	39675
ENSDARG00000093656	44827349	44831094	3745
ENSDARG00000062874	8987957	8994070	6113
ENSDARG00000092327	44835774	44836727	953
ENSDARG00000095283	44827514	44843819	16305
ENSDARG00000100077	40327562	40328237	675
ENSDARG00000095497	44831575	44834895	3320
ENSDARG00000101819	6160581	6161564	983
ENSDARG00000052994	40334727	40354313	19586
ENSDARG00000031915	29952633	29980215	27582
ENSDARG00000056549	23058268	23067381	9113
ENSDARG00000059116	450002	479130	29128
ENSDARG00000086269	21888214	22095934	207720
ENSDARG00000014840	3252950	3258772	5822
ENSDARG00000006911	29991090	30006260	15170
ENSDARG00000112183	8999261	9002440	3179
ENSDARG00000069832	9831010	9841806	10796
ENSDARG00000027159	482911	490569	7658
ENSDARG00000104873	40360173	40372741	12568
ENSDARG00000056794	11963789	11971161	7372
ENSDARG00000056598	13660564	13662624	2060
ENSDARG00000039095	40409215	40411917	2702
ENSDARG00000075559	6188759	6205567	16808
ENSDARG00000016368	44857087	44888950	31863
ENSDARG00000077069	23070581	23074454	3873
ENSDARG00000079263	44848343	44852324	3981
ENSDARG00000057166	16922705	17464654	541949
ENSDARG00000093577	17464402	17465106	704
ENSDARG00000093597	33256847	33259799	2952
ENSDARG00000007347	502230	514843	12613
ENSDARG00000039497	27000382	27038407	38025
ENSDARG00000103594	11975954	11986754	10800
ENSDARG00000062053	23083858	23095006	11148
ENSDARG00000078285	23093743	23131912	38169
ENSDARG00000017254	35856463	35872596	16133
ENSDARG00000018492	17468161	17471044	2883
ENSDARG00000094249	534453	545653	11200
ENSDARG00000025605	516258	554033	37775
ENSDARG00000111100	9091958	9115727	23769
ENSDARG00000030265	30007554	30028103	20549
ENSDARG00000076843	22104298	22114795	10497
ENSDARG00000112789	9046473	9049659	3186
ENSDARG00000115120	9002575	9236954	234379
ENSDARG00000061525	24781188	24826607	45419
ENSDARG00000034181	37022601	37072558	49957
ENSDARG00000069901	9162465	9165545	3080
ENSDARG00000092483	33298338	33301986	3648
ENSDARG00000039093	40437550	40456995	19445
ENSDARG00000116869	9071364	9074548	3184
ENSDARG00000056616	13668991	13671097	2106
ENSDARG00000111017	9016867	9020059	3192
ENSDARG00000109922	9184801	9187991	3190
ENSDARG00000093456	33261131	33301170	40039
ENSDARG00000094236	9115978	9132828	16850
ENSDARG00000092094	9020301	9045882	25581
ENSDARG00000011222	33282095	33293654	11559
ENSDARG00000018956	33268657	33281310	12653
ENSDARG00000094403	9165861	9184178	18317
ENSDARG00000078918	17672527	17685345	12818
ENSDARG00000039579	13681681	13684334	2653
ENSDARG00000099437	48617974	48652585	34611
ENSDARG00000092695	9003127	9009241	6114
ENSDARG00000095545	9217235	9236908	19673
ENSDARG00000113825	9213805	9216989	3184
ENSDARG00000092202	9115984	9159933	43949
ENSDARG00000039499	27040887	27043334	2447
ENSDARG00000052856	45009957	45022527	12570
ENSDARG00000033967	30033036	30034754	1718
ENSDARG00000093005	9188209	9213215	25006
ENSDARG00000056206	22119798	22243311	123513
ENSDARG00000092061	9074797	9091354	16557
ENSDARG00000006760	27073901	27210001	136100
ENSDARG00000110833	9112544	9140301	27757
ENSDARG00000078163	40501455	40668077	166622
ENSDARG00000032102	9842276	9851472	9196
ENSDARG00000111771	9137116	9140301	3185
ENSDARG00000095314	9095390	9111930	16540
ENSDARG00000057173	17694845	17697158	2313
ENSDARG00000021853	48747449	48756082	8633
ENSDARG00000074686	11988464	12006007	17543
ENSDARG00000003146	17702522	17708031	5509
ENSDARG00000039363	30035253	30046753	11500
ENSDARG00000092650	24829996	24830717	721
ENSDARG00000005454	35880573	35892305	11732
ENSDARG00000061498	24842857	24850812	7955
ENSDARG00000069529	24834199	24837977	3778
ENSDARG00000094665	24851102	24854662	3560
ENSDARG00000091897	27216641	27232573	15932
ENSDARG00000039064	40716319	40726865	10546
ENSDARG00000074589	27232694	27296949	64255
ENSDARG00000026170	40686133	40716702	30569
ENSDARG00000013623	17714296	17729474	15178
ENSDARG00000077293	22249636	22263785	14149
ENSDARG00000070164	3263853	3324773	60920
ENSDARG00000044954	555321	638485	83164
ENSDARG00000100261	48757751	48764180	6429
ENSDARG00000101069	48765887	48767474	1587
ENSDARG00000056209	22264914	22278415	13501
ENSDARG00000054352	31473190	31514150	40960
ENSDARG00000021895	49057081	49144881	87800
ENSDARG00000052859	45035756	45063686	27930
ENSDARG00000079056	13693722	13737694	43972
ENSDARG00000101651	6208365	6218248	9883
ENSDARG00000039502	27314795	27325885	11090
ENSDARG00000055190	27298673	27313556	14883
ENSDARG00000038996	49175624	49206713	31089
ENSDARG00000028748	9855380	9875538	20158
ENSDARG00000055429	24871050	24906307	35257
ENSDARG00000103435	23132666	23226460	93794
ENSDARG00000077948	22280983	22374036	93053
ENSDARG00000062489	17751866	18011208	259342
ENSDARG00000075393	30054996	30132256	77260
ENSDARG00000017422	6219551	6239216	19665
ENSDARG00000093940	37171976	37180815	8839
ENSDARG00000053484	37075322	37254777	179455
ENSDARG00000004702	49443226	49444636	1410
ENSDARG00000090337	12007904	12021566	13662
ENSDARG00000095514	37227050	37229245	2195
ENSDARG00000093000	37186303	37189560	3257
ENSDARG00000093025	37208460	37210369	1909
ENSDARG00000092369	37199298	37200120	822
ENSDARG00000009136	646700	664472	17772
ENSDARG00000022098	22421151	22464121	42970
ENSDARG00000090656	49597258	49707885	110627
ENSDARG00000039429	24918096	25199260	281164
ENSDARG00000074289	6245219	6252514	7295
ENSDARG00000053744	33304187	33314758	10571
ENSDARG00000074036	13743202	13754091	10889
ENSDARG00000078333	33314673	33317398	2725
ENSDARG00000063187	6259392	6279684	20292
ENSDARG00000006003	35904335	35908275	3940
ENSDARG00000021572	27328098	27332360	4262
ENSDARG00000022614	27332656	27354033	21377
ENSDARG00000052826	45092766	45225980	133214
ENSDARG00000093705	23227531	23240577	13046
ENSDARG00000002219	23233956	23270576	36620
ENSDARG00000075532	13770980	13922696	151716
ENSDARG00000060785	31520537	31535508	14971
ENSDARG00000074895	30135675	30143127	7452
ENSDARG00000069828	9878544	9886579	8035
ENSDARG00000079524	45332203	45336705	4502
ENSDARG00000014946	6295173	6306886	11713
ENSDARG00000030630	35925490	35953596	28106
ENSDARG00000069469	23282549	23388134	105585
ENSDARG00000046133	49774315	49819027	44712
ENSDARG00000103245	45321119	45348291	27172
ENSDARG00000058372	6286594	6324011	37417
ENSDARG00000014031	681628	711576	29948
ENSDARG00000076703	18019709	18069421	49712
ENSDARG00000029928	25199849	25209083	9234
ENSDARG00000077845	35955562	35961435	5873
ENSDARG00000003444	31536709	31544365	7656
ENSDARG00000039062	40746281	40754499	8218
ENSDARG00000033320	30144937	30150592	5655
ENSDARG00000032155	31545530	31580190	34660
ENSDARG00000002509	35974362	35976986	2624
ENSDARG00000056640	13930263	13944288	14025
ENSDARG00000056831	12045475	12088835	43360
ENSDARG00000063635	733027	811276	78249
ENSDARG00000004706	45431660	45443008	11348
ENSDARG00000092014	40754580	40808436	53856
ENSDARG00000006350	40770628	40775530	4902
ENSDARG00000031278	3327417	3351708	24291
ENSDARG00000004695	31636732	31647323	10591
ENSDARG00000039304	31619961	31622195	2234
ENSDARG00000025187	31583034	31606247	23213
ENSDARG00000044414	6342410	6582725	240315
ENSDARG00000027472	37273010	37289109	16099
ENSDARG00000052721	23488282	23612369	124087
ENSDARG00000021555	3354895	3516473	161578
ENSDARG00000069954	27378857	27621246	242389
ENSDARG00000094815	7322245	7340412	18167
ENSDARG00000079155	35983997	35985772	1775
ENSDARG00000103776	27369309	27382013	12704
ENSDARG00000070231	813579	824564	10985
ENSDARG00000060340	35995238	36034582	39344
ENSDARG00000062139	13945218	14004546	59328
ENSDARG00000030440	45468403	45475289	6886
ENSDARG00000062532	18073211	18122333	49122
ENSDARG00000002026	3667230	3843692	176462
ENSDARG00000104999	7346601	7347745	1144
ENSDARG00000092071	9889676	9895628	5952
ENSDARG00000030441	30152217	30161684	9467
ENSDARG00000020656	40815012	40955599	140587
ENSDARG00000039150	36037970	36050327	12357
ENSDARG00000058180	7387822	7414096	26274
ENSDARG00000033364	45476181	45482003	5822
ENSDARG00000061714	7368994	7432715	63721
ENSDARG00000069117	37302575	37383625	81050
ENSDARG00000091459	12120664	12151350	30686
ENSDARG00000002077	31648271	31681951	33680
ENSDARG00000044968	25211939	25284716	72777
ENSDARG00000031819	30163515	30168897	5382
ENSDARG00000092855	9896368	10004186	107818
ENSDARG00000074680	27631926	27767443	135517
ENSDARG00000015757	45485185	45495562	10377
ENSDARG00000058160	7442023	7453702	11679
ENSDARG00000014103	41022502	41026398	3896
ENSDARG00000104860	3874415	3879323	4908
ENSDARG00000101995	12174937	12202658	27721
ENSDARG00000068710	50064464	50139916	75452
ENSDARG00000039832	829585	832331	2746
ENSDARG00000102319	7462715	7474324	11609
ENSDARG00000039439	23623346	23630027	6681
ENSDARG00000039352	30169233	30214368	45135
ENSDARG00000069118	37421333	37465542	44209
ENSDARG00000090228	844143	852506	8363
ENSDARG00000095157	852289	856701	4412
ENSDARG00000101125	12206937	12207809	872
ENSDARG00000039347	30225262	30235220	9958
ENSDARG00000093267	7477500	7524090	46590
ENSDARG00000098257	41125358	41546779	421421
ENSDARG00000079473	23634817	23666579	31762
ENSDARG00000056322	22476742	22552687	75945
ENSDARG00000076127	12299997	12375593	75596
ENSDARG00000076139	33320063	33321541	1478
ENSDARG00000039349	30215765	30225311	9546
ENSDARG00000101911	41124594	41155472	30878
ENSDARG00000077265	37469093	37474989	5896
ENSDARG00000021439	3915260	3936555	21295
ENSDARG00000103960	3895363	3907897	12534
ENSDARG00000011819	36053985	36134401	80416
ENSDARG00000069199	33342455	33362191	19736
ENSDARG00000042722	50518815	50567658	48843
ENSDARG00000100375	3880882	3926179	45297
ENSDARG00000075265	25297257	25305179	7922
ENSDARG00000094656	50520668	50521600	932
ENSDARG00000060534	37491804	37519817	28013
ENSDARG00000011662	25286538	25379820	93282
ENSDARG00000002194	45496766	45523026	26260
ENSDARG00000054312	31687973	31707870	19897
ENSDARG00000017835	33368140	33449639	81499
ENSDARG00000092456	37528497	37535374	6877
ENSDARG00000057273	18128275	18174864	46589
ENSDARG00000069278	31681988	31687925	5937
ENSDARG00000104325	1070705	1085973	15268
ENSDARG00000037337	1089942	1097017	7075
ENSDARG00000021681	27768898	27782764	13866
ENSDARG00000028201	12378074	12389748	11674
ENSDARG00000062164	14006118	14181984	175866
ENSDARG00000012741	45524475	45572062	47587
ENSDARG00000055698	23669659	23735251	65592
ENSDARG00000076699	41887575	41908583	21008
ENSDARG00000070069	7555720	7575216	19496
ENSDARG00000092659	1100197	1120773	20576
ENSDARG00000013763	33611703	33639050	27347
ENSDARG00000020449	3938526	3950673	12147
ENSDARG00000039435	23728176	23756700	28524
ENSDARG00000012972	33606739	33609427	2688
ENSDARG00000057287	18179096	18195942	16846
ENSDARG00000030761	37543498	37545487	1989
ENSDARG00000102040	27785329	27804890	19561
ENSDARG00000112419	45709380	45774815	65435
ENSDARG00000061223	27900446	27916565	16119
ENSDARG00000079516	41910342	41917050	6708
ENSDARG00000003827	37586491	37600600	14109
ENSDARG00000030733	27951688	28009574	57886
ENSDARG00000027016	7575563	7749222	173659
ENSDARG00000034734	36135122	36141486	6364
ENSDARG00000008502	1125185	1130096	4911
ENSDARG00000075230	18202703	18295928	93225
ENSDARG00000031302	28009727	28263868	254141
ENSDARG00000063411	3954540	3966255	11715
ENSDARG00000077469	41917606	41940467	22861
ENSDARG00000018382	31716820	31748970	32150
ENSDARG00000017489	37605896	37608441	2545
ENSDARG00000022183	25380432	25389051	8619
ENSDARG00000078887	12389849	12452115	62266
ENSDARG00000074363	36144341	36153572	9231
ENSDARG00000094124	14186985	14195243	8258
ENSDARG00000056651	14191293	14487524	296231
ENSDARG00000010681	3979341	4134141	154800
ENSDARG00000069739	45786113	45811137	25024
ENSDARG00000039390	28264834	28265919	1085
ENSDARG00000039747	45840427	45843939	3512
ENSDARG00000003965	28267997	28272299	4302
ENSDARG00000039434	23843712	23882977	39265
ENSDARG00000016855	23897975	23901732	3757
ENSDARG00000087897	7753049	7767600	14551
ENSDARG00000076247	4205724	4213909	8185
ENSDARG00000074217	37609458	37615029	5571
ENSDARG00000006181	31757331	31783663	26332
ENSDARG00000009640	1142724	1151410	8686
ENSDARG00000063572	1155536	1170695	15159
ENSDARG00000029894	28417297	28442086	24789
ENSDARG00000037334	1131748	1141171	9423
ENSDARG00000018321	28305798	28308138	2340
ENSDARG00000092448	28406913	28414559	7646
ENSDARG00000093030	28276898	28417158	140260
ENSDARG00000098440	45931232	45942034	10802
ENSDARG00000052610	45967179	45968256	1077
ENSDARG00000076755	14902318	14908999	6681
ENSDARG00000075143	41944138	41947996	3858
ENSDARG00000075730	4218329	4223955	5626
ENSDARG00000013491	36164639	36184701	20062
ENSDARG00000027172	23919480	23956361	36881
ENSDARG00000052623	45980163	46000113	19950
ENSDARG00000068934	42011285	42018948	7663
ENSDARG00000033285	25396896	25402772	5876
ENSDARG00000004931	36196778	36264861	68083
ENSDARG00000012274	18311410	18324469	13059
ENSDARG00000052775	42245221	42265585	20364
